"Group","GeneSymbol","Frequency"
"GBM","ELOVL2",3
"GBM","EPHA2",3
"GBM","EREG",3
"GBM","EXO1",3
"GBM","F13A1",3
"GBM","FAM65C",3
"GBM","FLJ32255",3
"GBM","FOLH1B",3
"GBM","FOSL1",3
"GBM","FOXM1",3
"GBM","FPR3",3
"GBM","FST",3
"GBM","GALNT6",3
"GBM","GJB6",3
"GBM","GPRC5A",3
"GBM","GRM5",3
"GBM","GS1-259H13.2",3
"GBM","HHATL",3
"GBM","HILS1",3
"GBM","HLA-DQA1",3
"GBM","HOXB3",3
"GBM","HP",3
"GBM","IDI2-AS1",3
"GBM","IGF2BP3",3
"GBM","IGFBP7-AS1",3
"GBM","IGFBPL1",3
"GBM","IGLON5",3
"GBM","IL1R2",3
"GBM","IL6",3
"GBM","IL7R",3
"GBM","IRX1",3
"GBM","ISL2",3
"GBM","KCNE4",3
"GBM","KIF14",3
"GBM","KIF23",3
"GBM","KNL1",3
"GBM","LDB3",3
"GBM","LIF",3
"GBM","LINC00588",3
"GBM","LINC01198",3
"GBM","LOC100509445",3
"GBM","LOC101060391",3
"GBM","LOC101928916",3
"GBM","LOC101930363",3
"GBM","LOC102724660",3
"GBM","LOC102725051",3
"GBM","LOC145474",3
"GBM","LOC154761",3
"GBM","LOC286178",3
"GBM","LOC389906",3
"GBM","LOC401021",3
"GBM","LOXL1",3
"GBM","MC4R",3
"GBM","MDGA2",3
"GBM","MIR21",3
"GBM","MMP1",3
"GBM","MMP7",3
"GBM","MTTP",3
"GBM","MYT1",3
"GBM","MYT1L",3
"GBM","NGFR",3
"GBM","NKX3-2",3
"GBM","NPTX2",3
"GBM","OPALIN",3
"GBM","OSR1",3
"GBM","OTX2",3
"GBM","OXTR",3
"GBM","P2RY12",3
"GBM","PABPC5",3
"GBM","PACSIN1",3
"GBM","PDGFD",3
"GBM","PEX5L",3
"GBM","PPP1R17",3
"GBM","PTPN5",3
"GBM","PTPRT",3
"GBM","RET",3
"GBM","RPH3A",3
"GBM","RYR3",3
"GBM","S100A9",3
"GBM","SCN7A",3
"GBM","SEC14L5",3
"GBM","SEZ6",3
"GBM","SHD",3
"GBM","SLC13A5",3
"GBM","SLC17A6",3
"GBM","SLC24A2",3
"GBM","SLC7A3",3
"GBM","SLCO4A1",3
"GBM","SLCO4A1-AS1",3
"GBM","SOX8",3
"GBM","SST",3
"GBM","ST8SIA5",3
"GBM","STC2",3
"GBM","STXBP6",3
"GBM","SYN2",3
"GBM","SYT1",3
"GBM","TEX14",3
"GBM","TF",3
"GBM","TMEM144",3
"GBM","TMEM45A",3
"GBM","UNC13C",3
"GBM","ZNF492",3
"GBM","ABI3BP",2
"GBM","ACAN",2
"GBM","ADAMTS18",2
"GBM","ADAMTS9",2
"GBM","ADM",2
"GBM","AGO3",2
"GBM","AK5",2
"GBM","ALPK2",2
"GBM","ANKRD20A4",2
"GBM","ANO1",2
"GBM","ANPEP",2
"GBM","APCDD1L-AS1",2
"GBM","AQP1",2
"GBM","ARHGAP36",2
"GBM","ASB4",2
"GBM","ASPA",2
"GBM","ASPM",2
"GBM","ATP13A5",2
"GBM","AZGP1P1",2
"GBM","B4GALNT1",2
"GBM","BATF3",2
"GBM","BCL11A",2
"GBM","BEAN1",2
"GBM","BLACAT1",2
"GBM","BRINP1",2
"GBM","BTN1A1",2
"GBM","BTNL8",2
"GBM","C1QL1",2
"GBM","C1QTNF1",2
"GBM","C2orf82",2
"GBM","CA9",2
"GBM","CACNA1E",2
"GBM","CALB1",2
"GBM","CAMK2A",2
"GBM","CCDC18",2
"GBM","CCL18",2
"GBM","CCL8",2
"GBM","CCNB2",2
"GBM","CCR1",2
"GBM","CD274",2
"GBM","CDC45",2
"GBM","CENPE",2
"GBM","CENPF",2
"GBM","CENPK",2
"GBM","CHEK1",2
"GBM","CHRM3",2
"GBM","CLCA4",2
"GBM","CLIC5",2
"GBM","CMTM8",2
"GBM","COL11A1",2
"GBM","COL23A1",2
"GBM","COL4A3",2
"GBM","CPNE4",2
"GBM","CRABP1",2
"GBM","CREB3L1",2
"GBM","CSF2RB",2
"GBM","CXCL11",2
"GBM","CYAT1",2
"GBM","CYB5R2",2
"GBM","CYTL1",2
"GBM","DACT2",2
"GBM","DAPL1",2
"GBM","DCX",2
"GBM","DDIT3",2
"GBM","DDX3Y",2
"GBM","DLGAP5",2
"GBM","DLL1",2
"GBM","DMRT3",2
"GBM","DNAH14",2
"GBM","DPEP1",2
"GBM","E2F7",2
"GBM","EDN3",2
"GBM","EGLN3",2
"GBM","ENTPD2",2
"GBM","EPCAM",2
"GBM","ERP27",2
"GBM","FAM162B",2
"GBM","FAM181A",2
"GBM","FAM198A",2
"GBM","FAM201A",2
"GBM","FAM225B",2
"GBM","FCGR1CP",2
"GBM","FCGR3B",2
"GBM","FCRLB",2
"GBM","FGF19",2
"GBM","FOXF1",2
"GBM","FREM3",2
"GBM","FZD10",2
"GBM","GABRA1",2
"GBM","GABRA4",2
"GBM","GABRB1",2
"GBM","GALNT13",2
"GBM","GAS2",2
"GBM","GDA",2
"GBM","GFRA1",2
"GBM","GLI1",2
"GBM","GNA14",2
"GBM","GPAT2",2
"GBM","GPD1",2
"GBM","GPNMB",2
"GBM","GPR39",2
"GBM","GPR78",2
"GBM","GPR88",2
"GBM","GREM1",2
"GBM","GRIA3",2
"GBM","GRIN2D",2
"GBM","GRM3",2
"GBM","GSX1",2
"GBM","HAPLN2",2
"GBM","HAS2",2
"GBM","HCAR3",2
"GBM","HIST1H1C",2
"GBM","HIST1H2AE",2
"GBM","HIST1H2AH",2
"GBM","HIST1H2BJ",2
"GBM","HJURP",2
"GBM","HMMR",2
"GBM","HNF4G",2
"GBM","HOTAIR",2
"GBM","HOXA5",2
"GBM","HOXB7",2
"GBM","HOXC9",2
"GBM","HOXD11",2
"GBM","HPCAL4",2
"GBM","HS3ST1",2
"GBM","HS3ST3A1",2
"GBM","IGSF5",2
"GBM","IL17B",2
"GBM","IL1RN",2
"GBM","IL33",2
"GBM","INHBA",2
"GBM","ITGA10",2
"GBM","JCHAIN",2
"GBM","KCND2",2
"GBM","KCNIP1",2
"GBM","KCNJ9",2
"GBM","KCNMB1",2
"GBM","KIAA1644",2
"GBM","KL",2
"GBM","KLHDC7A",2
"GBM","KRT18",2
"GBM","LEMD1",2
"GBM","LINC00320",2
"GBM","LINC00673",2
"GBM","LINC01279",2
"GBM","LINC01549",2
"GBM","LOC100506725",2
"GBM","LOC101927137",2
"GBM","LOC101930531",2
"GBM","LOC102724314",2
"GBM","LOC441179",2
"GBM","LRIG3",2
"GBM","LRMP",2
"GBM","LRRC25",2
"GBM","LTBP2",2
"GBM","LYZ",2
"GBM","MAG",2
"GBM","MAP3K7CL",2
"GBM","MAPK8IP1",2
"GBM","MARCH9",2
"GBM","MARCO",2
"GBM","MCHR1",2
"GBM","MIR4321",2
"GBM","MIR7-3HG",2
"GBM","MMP12",2
"GBM","MRC1",2
"GBM","MYCN",2
"GBM","MYOT",2
"GBM","MYRF",2
"GBM","NEU4",2
"GBM","NEUROD1",2
"GBM","NINJ2",2
"GBM","NKAIN2",2
"GBM","NOS1",2
"GBM","NOS2",2
"GBM","NT5E",2
"GBM","NTS",2
"GBM","NTSR2",2
"GBM","NUF2",2
"GBM","OAS1",2
"GBM","OAS2",2
"GBM","P2RY1",2
"GBM","PAPLN",2
"GBM","PAPPA",2
"GBM","PAX8-AS1",2
"GBM","PBK",2
"GBM","PCDHGA3",2
"GBM","PCSK2",2
"GBM","PFKFB4",2
"GBM","PKIB",2
"GBM","PLBD1",2
"GBM","PLEKHH2",2
"GBM","PLK1",2
"GBM","PLPPR5",2
"GBM","PMAIP1",2
"GBM","PNOC",2
"GBM","POPDC3",2
"GBM","PPP1R14A",2
"GBM","PRB1",2
"GBM","PRB4",2
"GBM","PRF1",2
"GBM","PRPH",2
"GBM","PRSS35",2
"GBM","PTGIS",2
"GBM","PTPRN",2
"GBM","PYGM",2
"GBM","RAB3C",2
"GBM","RASL11B",2
"GBM","RBP4",2
"GBM","RCOR2",2
"GBM","RNA45S5",2
"GBM","S100A12",2
"GBM","S100A4",2
"GBM","S100P",2
"GBM","S1PR5",2
"GBM","SAPCD2",2
"GBM","SCFD2",2
"GBM","SCIN",2
"GBM","SCN2A",2
"GBM","SCUBE2",2
"GBM","SELL",2
"GBM","SFRP4",2
"GBM","SH3GL3",2
"GBM","SHC3",2
"GBM","SHC4",2
"GBM","SHISA2",2
"GBM","SHISA6",2
"GBM","SHOX",2
"GBM","SLC14A1",2
"GBM","SLC16A10",2
"GBM","SLC17A8",2
"GBM","SLC26A10",2
"GBM","SLC31A2",2
"GBM","SLC47A1",2
"GBM","SLC6A15",2
"GBM","SLC6A9",2
"GBM","SMAGP",2
"GBM","SNX22",2
"GBM","SORCS3",2
"GBM","SOSTDC1",2
"GBM","SOX18",2
"GBM","SOX3",2
"GBM","SPHKAP",2
"GBM","SPSB4",2
"GBM","SRD5A3",2
"GBM","SUSD5",2
"GBM","SYT13",2
"GBM","TAC3",2
"GBM","TACR1",2
"GBM","TAF7L",2
"GBM","TDO2",2
"GBM","TET1",2
"GBM","TFAP2B",2
"GBM","TFCP2L1",2
"GBM","TFR2",2
"GBM","TICRR",2
"GBM","TKTL1",2
"GBM","TLCD1",2
"GBM","TMEFF2",2
"GBM","TMEM132B",2
"GBM","TMEM196",2
"GBM","TMEM235",2
"GBM","TMEM257",2
"GBM","TMEM37",2
"GBM","TNFAIP2",2
"GBM","TNNT1",2
"GBM","TP53TG3B",2
"GBM","TPX2",2
"GBM","TREM1",2
"GBM","TRH",2
"GBM","TRIM58",2
"GBM","TRIP13",2
"GBM","TROAP",2
"GBM","TSLP",2
"GBM","TSNAX-DISC1",2
"GBM","TSPAN18",2
"GBM","TSTD1",2
"GBM","TUBB4A",2
"GBM","TWIST2",2
"GBM","TXLNGY",2
"GBM","UNC5D",2
"GBM","VAV3",2
"GBM","VMP1",2
"GBM","VSIG10L",2
"GBM","WDR72",2
"GBM","WIF1",2
"GBM","WIPF3",2
"GBM","WNT16",2
"GBM","WT1",2
"GBM","ZBED6CL",2
"GBM","ZNF99",2
"GBM","ABCA13",1
"GBM","ABCA7",1
"GBM","ABCB4",1
"GBM","ABCB5",1
"GBM","ABCC12",1
"GBM","ACOX2",1
"GBM","ACTC1",1
"GBM","ACTG1P4",1
"GBM","ACTL6B",1
"GBM","ACTN2",1
"GBM","ADA",1
"GBM","ADAM21",1
"GBM","ADAMTS14",1
"GBM","ADAMTS15",1
"GBM","ADAMTS5",1
"GBM","ADAMTS6",1
"GBM","ADGRG2",1
"GBM","ADGRG7",1
"GBM","ADIRF",1
"GBM","ADRA2A",1
"GBM","AFAP1L2",1
"GBM","AFDN-AS1",1
"GBM","AGXT",1
"GBM","AJAP1",1
"GBM","AKR1B10",1
"GBM","ALOXE3",1
"GBM","ALPL",1
"GBM","ANGPTL1",1
"GBM","ANGPTL4",1
"GBM","ANKRD13D",1
"GBM","ANXA2R",1
"GBM","ANXA3",1
"GBM","APOBEC3F",1
"GBM","AQP9",1
"GBM","AR",1
"GBM","ARHGAP33",1
"GBM","ARHGDIG",1
"GBM","ARHGEF19",1
"GBM","ARL9",1
"GBM","ARNTL2",1
"GBM","ASCL1",1
"GBM","ASF1B",1
"GBM","ASIC4",1
"GBM","ASPN",1
"GBM","ATF3",1
"GBM","ATP2A3",1
"GBM","ATP6V0A4",1
"GBM","AURKC",1
"GBM","B3GALT2",1
"GBM","B3GAT2",1
"GBM","BAALC-AS2",1
"GBM","BACE2",1
"GBM","BAIAP2L1",1
"GBM","BAMBI",1
"GBM","BARHL1",1
"GBM","BCAN",1
"GBM","BCAT1",1
"GBM","BDNF",1
"GBM","BHLHE22",1
"GBM","BHMT2",1
"GBM","BMX",1
"GBM","BOK",1
"GBM","BTBD17",1
"GBM","BUB1B",1
"GBM","C10orf10",1
"GBM","C10orf128",1
"GBM","C12orf66",1
"GBM","C19orf84",1
"GBM","C1QTNF7",1
"GBM","C2",1
"GBM","C2orf88",1
"GBM","C5AR1",1
"GBM","C6orf52",1
"GBM","C7orf61",1
"GBM","C9",1
"GBM","C9orf135",1
"GBM","C9orf24",1
"GBM","CA5B",1
"GBM","CA8",1
"GBM","CACNB2",1
"GBM","CACNG3",1
"GBM","CADPS",1
"GBM","CALCB",1
"GBM","CALCRL",1
"GBM","CAMK1G",1
"GBM","CAMKV",1
"GBM","CAPN9",1
"GBM","CARD16",1
"GBM","CARMN",1
"GBM","CASQ2",1
"GBM","CBS",1
"GBM","CBX2",1
"GBM","CCDC141",1
"GBM","CCDC178",1
"GBM","CCDC89",1
"GBM","CCL26",1
"GBM","CCL7",1
"GBM","CCNE2",1
"GBM","CCNYL2",1
"GBM","CD163L1",1
"GBM","CD1A",1
"GBM","CD207",1
"GBM","CD300LF",1
"GBM","CDC14A",1
"GBM","CDC42EP5",1
"GBM","CDCA2",1
"GBM","CDCP1",1
"GBM","CDH4",1
"GBM","CDH5",1
"GBM","CDH6",1
"GBM","CDK15",1
"GBM","CDK18",1
"GBM","CDKN3",1
"GBM","CDT1",1
"GBM","CEACAM8",1
"GBM","CELF4",1
"GBM","CENPVL2",1
"GBM","CEP55",1
"GBM","CHIT1",1
"GBM","CHST5",1
"GBM","CHST9",1
"GBM","CHSY3",1
"GBM","CLDN23",1
"GBM","CLEC18A",1
"GBM","CLEC2B",1
"GBM","CLEC4M",1
"GBM","CLGN",1
"GBM","CLIC3",1
"GBM","CLIC6",1
"GBM","CMYA5",1
"GBM","CNPY1",1
"GBM","CNTD1",1
"GBM","CNTNAP2",1
"GBM","CNTNAP3B",1
"GBM","CNTNAP3P2",1
"GBM","COL10A1",1
"GBM","COL12A1",1
"GBM","COL13A1",1
"GBM","COL15A1",1
"GBM","COL4A6",1
"GBM","COL6A3",1
"GBM","CP",1
"GBM","CPA3",1
"GBM","CPNE8",1
"GBM","CPXM2",1
"GBM","CREG2",1
"GBM","CRH",1
"GBM","CRHBP",1
"GBM","CRYBA2",1
"GBM","CRYBA4",1
"GBM","CRYBB1",1
"GBM","CRYGS",1
"GBM","CRYM",1
"GBM","CSDC2",1
"GBM","CSF3",1
"GBM","CSPG4",1
"GBM","CSTA",1
"GBM","CTAGE1",1
"GBM","CTSS",1
"GBM","CTXN3",1
"GBM","CX3CR1",1
"GBM","CXCL1",1
"GBM","CXCL13",1
"GBM","CXCL5",1
"GBM","CXCL6",1
"GBM","CXCL9",1
"GBM","CXCR2",1
"GBM","CYP1B1",1
"GBM","CYP3A5",1
"GBM","CYP4F22",1
"GBM","CYP4X1",1
"GBM","CYTIP",1
"GBM","DAAM2",1
"GBM","DCDC5",1
"GBM","DDIAS",1
"GBM","DDIT4L",1
"GBM","DDX43",1
"GBM","DEPDC1B",1
"GBM","DHRS2",1
"GBM","DHRS9",1
"GBM","DIO3",1
"GBM","DLGAP2",1
"GBM","DLX6",1
"GBM","DNAH2",1
"GBM","DPP10",1
"GBM","DSCAM",1
"GBM","DSN1",1
"GBM","DUSP4",1
"GBM","DYSF",1
"GBM","E2F1",1
"GBM","EBF3",1
"GBM","ECM1",1
"GBM","EEF1A2",1
"GBM","EEPD1",1
"GBM","EFEMP1",1
"GBM","EGR3",1
"GBM","EHD4",1
"GBM","EIF1AY",1
"GBM","ELANE",1
"GBM","ELAVL4",1
"GBM","ELF4",1
"GBM","ELSPBP1",1
"GBM","EMILIN1",1
"GBM","EMILIN3",1
"GBM","ENO3",1
"GBM","ENPP7",1
"GBM","EOMES",1
"GBM","EPB41L4B",1
"GBM","EPHA1-AS1",1
"GBM","EPHA3",1
"GBM","EPHA5",1
"GBM","EPPK1",1
"GBM","ERAP2",1
"GBM","ESM1",1
"GBM","ESX1",1
"GBM","ETV1",1
"GBM","ETV4",1
"GBM","ETV5",1
"GBM","F5",1
"GBM","FAM110C",1
"GBM","FAM111B",1
"GBM","FAM124B",1
"GBM","FAM132A",1
"GBM","FAM179A",1
"GBM","FAM189A2",1
"GBM","FAM27B",1
"GBM","FAM30A",1
"GBM","FAM46B",1
"GBM","FAM46C",1
"GBM","FANCI",1
"GBM","FAP",1
"GBM","FBLIM1",1
"GBM","FBP1",1
"GBM","FBXO17",1
"GBM","FBXO32",1
"GBM","FCER1A",1
"GBM","FCGR1B",1
"GBM","FCMR",1
"GBM","FCRLA",1
"GBM","FENDRR",1
"GBM","FEV",1
"GBM","FGF12",1
"GBM","FGF14",1
"GBM","FGFBP3",1
"GBM","FGL1",1
"GBM","FLJ16779",1
"GBM","FMOD",1
"GBM","FNDC9",1
"GBM","FOXA2",1
"GBM","FOXD1",1
"GBM","FOXD2-AS1",1
"GBM","FOXD3",1
"GBM","FOXE1",1
"GBM","FOXF2",1
"GBM","FOXL1",1
"GBM","FOXL2",1
"GBM","FOXP4-AS1",1
"GBM","FOXS1",1
"GBM","FXYD5",1
"GBM","G0S2",1
"GBM","GABRA3",1
"GBM","GABRA5",1
"GBM","GABRB2",1
"GBM","GABRQ",1
"GBM","GAD2",1
"GBM","GAL",1
"GBM","GAL3ST1",1
"GBM","GALNT12",1
"GBM","GALNT14",1
"GBM","GALNT15",1
"GBM","GALNT9",1
"GBM","GATA3",1
"GBM","GCNT2",1
"GBM","GDAP1L1",1
"GBM","GDAP2",1
"GBM","GGTA1P",1
"GBM","GLB1L3",1
"GBM","GLS2",1
"GBM","GNG8",1
"GBM","GOLGA6L2",1
"GBM","GPC5",1
"GBM","GPER1",1
"GBM","GPR3",1
"GBM","GPR55",1
"GBM","GPR82",1
"GBM","GRHL3",1
"GBM","GRIK3",1
"GBM","GSAP",1
"GBM","GSG1L",1
"GBM","GTF2I",1
"GBM","GUSBP5",1
"GBM","HAGLR",1
"GBM","HAMP",1
"GBM","HAP1",1
"GBM","HAPLN4",1
"GBM","HAS3",1
"GBM","HAUS8",1
"GBM","HBQ1",1
"GBM","HCG4",1
"GBM","HCP5",1
"GBM","HEYL",1
"GBM","HGF",1
"GBM","HHIP-AS1",1
"GBM","HIST1H2BD",1
"GBM","HIST1H3F",1
"GBM","HK3",1
"GBM","HKDC1",1
"GBM","HLA-DOA",1
"GBM","HLA-DQB2",1
"GBM","HMX1",1
"GBM","HOPX",1
"GBM","HOXA1",1
"GBM","HOXA2",1
"GBM","HOXB13",1
"GBM","HOXC13",1
"GBM","HOXD1",1
"GBM","HOXD13",1
"GBM","HOXD4",1
"GBM","HPDL",1
"GBM","HPR",1
"GBM","HRASLS",1
"GBM","HRH1",1
"GBM","HS3ST2",1
"GBM","HSD11B1",1
"GBM","HSD17B6",1
"GBM","HSPB2",1
"GBM","HSPB3",1
"GBM","HSPB6",1
"GBM","HTR2C",1
"GBM","HUNK",1
"GBM","ICAM1",1
"GBM","IFI35",1
"GBM","IFI44L",1
"GBM","IFNA13",1
"GBM","IGF2BP2",1
"GBM","IGFBP6",1
"GBM","IGHV3-23",1
"GBM","IGK",1
"GBM","IGKC",1
"GBM","IGLJ3",1
"GBM","IGLV1-44",1
"GBM","IGSF6",1
"GBM","IL18RAP",1
"GBM","IL1B",1
"GBM","IL1R1",1
"GBM","IL1RL1",1
"GBM","INHBE",1
"GBM","INPP5D",1
"GBM","IPCEF1",1
"GBM","IQCA1",1
"GBM","IRX4",1
"GBM","ISLR",1
"GBM","ITGA2",1
"GBM","ITGBL1",1
"GBM","ITK",1
"GBM","JPH1",1
"GBM","KANK2",1
"GBM","KCNA1",1
"GBM","KCNAB1",1
"GBM","KCNE3",1
"GBM","KCNK10",1
"GBM","KCNK12",1
"GBM","KCNMB2",1
"GBM","KCNN4",1
"GBM","KCTD4",1
"GBM","KERA",1
"GBM","KIAA0754",1
"GBM","KIAA1024",1
"GBM","KIAA1324",1
"GBM","KIF15",1
"GBM","KIF20A",1
"GBM","KIRREL3",1
"GBM","KLC3",1
"GBM","KLHL6",1
"GBM","KLRG1",1
"GBM","KRBOX1",1
"GBM","KRT17",1
"GBM","KRT75",1
"GBM","KY",1
"GBM","L1CAM",1
"GBM","LAMB3",1
"GBM","LAMC3",1
"GBM","LAMP3",1
"GBM","LAMP5",1
"GBM","LANCL2",1
"GBM","LBH",1
"GBM","LCN2",1
"GBM","LFNG",1
"GBM","LGI1",1
"GBM","LGI3",1
"GBM","LGR5",1
"GBM","LGR6",1
"GBM","LHX2",1
"GBM","LINC00115",1
"GBM","LINC00261",1
"GBM","LINC00266-1",1
"GBM","LINC00282",1
"GBM","LINC00520",1
"GBM","LINC00551",1
"GBM","LINC00592",1
"GBM","LINC00597",1
"GBM","LINC00622",1
"GBM","LINC00643",1
"GBM","LINC00900",1
"GBM","LINC00960",1
"GBM","LINC01088",1
"GBM","LINC01098",1
"GBM","LINC01225",1
"GBM","LINC01512",1
"GBM","LINC01551",1
"GBM","LINC01558",1
"GBM","LMO1",1
"GBM","LMOD1",1
"GBM","LOC100126784",1
"GBM","LOC100129129",1
"GBM","LOC100129455",1
"GBM","LOC100130872",1
"GBM","LOC100131541",1
"GBM","LOC100132005",1
"GBM","LOC100133985",1
"GBM","LOC100287704",1
"GBM","LOC100505478",1
"GBM","LOC100505912",1
"GBM","LOC100505920",1
"GBM","LOC100505938",1
"GBM","LOC100506100",1
"GBM","LOC100506691",1
"GBM","LOC100507165",1
"GBM","LOC100507334",1
"GBM","LOC100507468",1
"GBM","LOC100507472",1
"GBM","LOC100509457",1
"GBM","LOC101927093",1
"GBM","LOC101928422",1
"GBM","LOC101928718",1
"GBM","LOC101930415",1
"GBM","LOC283387",1
"GBM","LOC284219",1
"GBM","LOC285147",1
"GBM","LOC340340",1
"GBM","LOC374890",1
"GBM","LOC375196",1
"GBM","LOC439938",1
"GBM","LOC441666",1
"GBM","LOC642846",1
"GBM","LOC645261",1
"GBM","LOC646482",1
"GBM","LOC79160",1
"GBM","LOR",1
"GBM","LOXL2",1
"GBM","LPL",1
"GBM","LRRC2",1
"GBM","LRRTM4",1
"GBM","LSR",1
"GBM","LUZP2",1
"GBM","LY75",1
"GBM","LYPD6",1
"GBM","MALRD1",1
"GBM","MAP1LC3C",1
"GBM","MAP3K6",1
"GBM","MBD6",1
"GBM","MCF2",1
"GBM","MEG3",1
"GBM","MEI1",1
"GBM","MFAP4",1
"GBM","MFAP5",1
"GBM","MFGE8",1
"GBM","MFSD4A",1
"GBM","MGAT4C",1
"GBM","MGC24103",1
"GBM","MICB",1
"GBM","MINOS1P1",1
"GBM","MIR210HG",1
"GBM","MIR3671",1
"GBM","MIR452",1
"GBM","MIR6758",1
"GBM","MIR9-3HG",1
"GBM","MMP11",1
"GBM","MMP15",1
"GBM","MMP19",1
"GBM","MMP2",1
"GBM","MMP3",1
"GBM","MPEG1",1
"GBM","MPZ",1
"GBM","MREG",1
"GBM","MRLN",1
"GBM","MSC-AS1",1
"GBM","MSI1",1
"GBM","MUC19",1
"GBM","MXRA5",1
"GBM","MYBL2",1
"GBM","MYBPC2",1
"GBM","MYCL",1
"GBM","MYCNOS",1
"GBM","MYOZ3",1
"GBM","NANOG",1
"GBM","NBEAL1",1
"GBM","NCAM2",1
"GBM","NDNF",1
"GBM","NDUFA4L2",1
"GBM","NECTIN3",1
"GBM","NEFL",1
"GBM","NEIL3",1
"GBM","NEK2",1
"GBM","NFE2L3",1
"GBM","NHLH1",1
"GBM","NHLH2",1
"GBM","NKAIN1",1
"GBM","NKG7",1
"GBM","NKX2-3",1
"GBM","NKX2-5",1
"GBM","NKX2-8",1
"GBM","NKX3-1",1
"GBM","NLRC5",1
"GBM","NLRP11",1
"GBM","NLRP2",1
"GBM","NLRP3",1
"GBM","NMU",1
"GBM","NNAT",1
"GBM","NOS3",1
"GBM","NPFF",1
"GBM","NPR3",1
"GBM","NPTX1",1
"GBM","NPW",1
"GBM","NPY2R",1
"GBM","NPY5R",1
"GBM","NR4A3",1
"GBM","NRK",1
"GBM","NRSN1",1
"GBM","NTSR1",1
"GBM","NXPH2",1
"GBM","OLFM4",1
"GBM","OLR1",1
"GBM","OPCML",1
"GBM","OPRK1",1
"GBM","OR51E1",1
"GBM","OR7A5",1
"GBM","OR7D2",1
"GBM","ORM2",1
"GBM","OSR2",1
"GBM","OSTM1-AS1",1
"GBM","OTOS",1
"GBM","P2RX7",1
"GBM","PACRG-AS3",1
"GBM","PAEP",1
"GBM","PART1",1
"GBM","PARVG",1
"GBM","PAX3",1
"GBM","PAX4",1
"GBM","PAX5",1
"GBM","PCDHB15",1
"GBM","PCDHB16",1
"GBM","PCDHB4",1
"GBM","PCDHB5",1
"GBM","PCDHB7",1
"GBM","PCDHGA9",1
"GBM","PCLO",1
"GBM","PCNT",1
"GBM","PCOLCE",1
"GBM","PCP4",1
"GBM","PDE1A",1
"GBM","PDYN",1
"GBM","PDZRN4",1
"GBM","PHKG1",1
"GBM","PI15",1
"GBM","PIK3CD",1
"GBM","PIK3R5",1
"GBM","PITPNM3",1
"GBM","PITX2",1
"GBM","PLA2G7",1
"GBM","PLAUR",1
"GBM","PLD5",1
"GBM","PLEK",1
"GBM","PLEKHF1",1
"GBM","PLEKHS1",1
"GBM","PLLP",1
"GBM","PLP1",1
"GBM","PLS1",1
"GBM","PMP2",1
"GBM","POM121L9P",1
"GBM","POU3F4",1
"GBM","PPP1R13L",1
"GBM","PPP1R16B",1
"GBM","PPP1R1C",1
"GBM","PPP1R36",1
"GBM","PPP1R3B",1
"GBM","PRL",1
"GBM","PRND",1
"GBM","PROCR",1
"GBM","PROK2",1
"GBM","PROM1",1
"GBM","PRR22",1
"GBM","PRSS12",1
"GBM","PSAPL1",1
"GBM","PSPH",1
"GBM","PTCHD1",1
"GBM","PTGFR",1
"GBM","PTGS1",1
"GBM","PTGS2",1
"GBM","PTPN3",1
"GBM","PVALB",1
"GBM","PWRN2",1
"GBM","PXN-AS1",1
"GBM","PYGL",1
"GBM","RAB20",1
"GBM","RAB38",1
"GBM","RAD18",1
"GBM","RAMP3",1
"GBM","RAPGEF5",1
"GBM","RASGRF2",1
"GBM","RASGRP1",1
"GBM","RASL10A",1
"GBM","RASL12",1
"GBM","RBFOX3",1
"GBM","RBM20",1
"GBM","RBM24",1
"GBM","RCAN2",1
"GBM","RDH10",1
"GBM","RELL2",1
"GBM","RENBP",1
"GBM","RFPL1S",1
"GBM","RGPD2",1
"GBM","RGR",1
"GBM","RGS4",1
"GBM","RGS7BP",1
"GBM","RGS8",1
"GBM","RHEBL1",1
"GBM","RLBP1",1
"GBM","RNASE2",1
"GBM","RNF125",1
"GBM","RNF212B",1
"GBM","RORB",1
"GBM","RPE65",1
"GBM","RPRM",1
"GBM","RTKN2",1
"GBM","RTP5",1
"GBM","RUNX3",1
"GBM","RXFP1",1
"GBM","RYR1",1
"GBM","RYR2",1
"GBM","S100A2",1
"GBM","SAMD1",1
"GBM","SCGB1D2",1
"GBM","SCGN",1
"GBM","SCN2B",1
"GBM","SCN3B",1
"GBM","SCN4B",1
"GBM","SCUBE3",1
"GBM","SDC1",1
"GBM","SEL1L2",1
"GBM","SELPLG",1
"GBM","SEMA3A",1
"GBM","SERINC2",1
"GBM","SERPINB9P1",1
"GBM","SFRP5",1
"GBM","SFTA1P",1
"GBM","SGCG",1
"GBM","SH2D2A",1
"GBM","SH3PXD2A",1
"GBM","SHISA3",1
"GBM","SHISA7",1
"GBM","SIX3",1
"GBM","SLA2",1
"GBM","SLAMF8",1
"GBM","SLC11A1",1
"GBM","SLC12A8",1
"GBM","SLC17A7",1
"GBM","SLC18A3",1
"GBM","SLC24A4",1
"GBM","SLC25A48",1
"GBM","SLC26A4-AS1",1
"GBM","SLC2A13",1
"GBM","SLC32A1",1
"GBM","SLC35D3",1
"GBM","SLC39A12",1
"GBM","SLC5A11",1
"GBM","SLC7A14",1
"GBM","SLC8A3",1
"GBM","SLC9A2",1
"GBM","SLCO1C1",1
