"GO_ID","SelectedGenesInTerm","TermSize","P.Value","GO_Term","adj.P.Val"
"GO:0010906",8,19,0.0599613998935284,"regulation of glucose metabolic process",0.444273584703345
"GO:0035307",8,19,0.0599613998935284,"positive regulation of protein dephosphorylation",0.444273584703345
"GO:0035584",8,19,0.0599613998935284,"calcium-mediated signaling using intracellular calcium source",0.444273584703345
"GO:0051170",8,19,0.0599613998935284,"nuclear import",0.444273584703345
"GO:0007160",28,89,0.0602898004116717,"cell-matrix adhesion",0.444530545055667
"GO:0006296",14,39,0.0604105612511547,"nucleotide-excision repair, DNA incision, 5'-to lesion",0.444530545055667
"GO:0008219",14,39,0.0604105612511547,"cell death",0.444530545055667
"GO:0022008",14,39,0.0604105612511547,"neurogenesis",0.444530545055667
"GO:0045727",18,53,0.0609152040870414,"positive regulation of translation",0.447476413584602
"GO:0000186",16,46,0.0611927278833399,"activation of MAPKK activity",0.448746671144492
"GO:0030032",11,29,0.0629345518752224,"lamellipodium assembly",0.449855213103537
"GO:0090200",11,29,0.0629345518752224,"positive regulation of release of cytochrome c from mitochondria",0.449855213103537
"GO:0007051",7,16,0.0629501815334163,"spindle organization",0.449855213103537
"GO:0043536",7,16,0.0629501815334163,"positive regulation of blood vessel endothelial cell migration",0.449855213103537
"GO:0060314",7,16,0.0629501815334163,"regulation of ryanodine-sensitive calcium-release channel activity",0.449855213103537
"GO:0071310",7,16,0.0629501815334163,"cellular response to organic substance",0.449855213103537
"GO:2001234",7,16,0.0629501815334163,"negative regulation of apoptotic signaling pathway",0.449855213103537
"GO:0001701",50,172,0.0635532173130776,"in utero embryonic development",0.449855213103537
"GO:0007059",21,64,0.0639583537928077,"chromosome segregation",0.449855213103537
"GO:0010226",5,10,0.0647039562115038,"response to lithium ion",0.449855213103537
"GO:0010459",5,10,0.0647039562115038,"negative regulation of heart rate",0.449855213103537
"GO:0016242",5,10,0.0647039562115038,"negative regulation of macroautophagy",0.449855213103537
"GO:0032060",5,10,0.0647039562115038,"bleb assembly",0.449855213103537
"GO:0032940",5,10,0.0647039562115038,"secretion by cell",0.449855213103537
"GO:0035871",5,10,0.0647039562115038,"protein K11-linked deubiquitination",0.449855213103537
"GO:0044319",5,10,0.0647039562115038,"wound healing, spreading of cells",0.449855213103537
"GO:0046887",5,10,0.0647039562115038,"positive regulation of hormone secretion",0.449855213103537
"GO:0051489",5,10,0.0647039562115038,"regulation of filopodium assembly",0.449855213103537
"GO:0060088",5,10,0.0647039562115038,"auditory receptor cell stereocilium organization",0.449855213103537
"GO:0070365",5,10,0.0647039562115038,"hepatocyte differentiation",0.449855213103537
"GO:0098911",5,10,0.0647039562115038,"regulation of ventricular cardiac muscle cell action potential",0.449855213103537
"GO:2000648",5,10,0.0647039562115038,"positive regulation of stem cell proliferation",0.449855213103537
"GO:2001223",5,10,0.0647039562115038,"negative regulation of neuron migration",0.449855213103537
"GO:0002031",6,13,0.0649091787671537,"G-protein coupled receptor internalization",0.449855213103537
"GO:0003407",6,13,0.0649091787671537,"neural retina development",0.449855213103537
"GO:0006978",6,13,0.0649091787671537,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",0.449855213103537
"GO:0010952",6,13,0.0649091787671537,"positive regulation of peptidase activity",0.449855213103537
"GO:0033160",6,13,0.0649091787671537,"positive regulation of protein import into nucleus, translocation",0.449855213103537
"GO:0034329",6,13,0.0649091787671537,"cell junction assembly",0.449855213103537
"GO:0042176",6,13,0.0649091787671537,"regulation of protein catabolic process",0.449855213103537
"GO:0044458",6,13,0.0649091787671537,"motile cilium assembly",0.449855213103537
"GO:0048246",6,13,0.0649091787671537,"macrophage chemotaxis",0.449855213103537
"GO:0048387",6,13,0.0649091787671537,"negative regulation of retinoic acid receptor signaling pathway",0.449855213103537
"GO:0051145",6,13,0.0649091787671537,"smooth muscle cell differentiation",0.449855213103537
"GO:0051216",19,57,0.0655650762413988,"cartilage development",0.453668027541292
"GO:0007257",13,36,0.0659637007824641,"activation of JUN kinase activity",0.455691266274994
"GO:0006950",17,50,0.0666592493086376,"response to stress",0.45952825086158
"GO:0015701",15,43,0.0669475889949854,"bicarbonate transport",0.45952825086158
"GO:0034644",15,43,0.0669475889949854,"cellular response to UV",0.45952825086158
"GO:0051496",15,43,0.0669475889949854,"positive regulation of stress fiber assembly",0.45952825086158
"GO:0000278",10,26,0.0682474810253594,"mitotic cell cycle",0.46695644912088
"GO:0014065",10,26,0.0682474810253594,"phosphatidylinositol 3-kinase signaling",0.46695644912088
"GO:0043410",25,79,0.0685109211539563,"positive regulation of MAPK cascade",0.468012502787377
"GO:0051607",45,154,0.0697942838156869,"defense response to virus",0.476021426978214
"GO:1903955",26,83,0.0715099661286121,"positive regulation of protein targeting to mitochondrion",0.486948816971025
"GO:0002088",12,33,0.0720635962459783,"lens development in camera-type eye",0.489941090166794
"GO:0033683",14,40,0.0733087955560374,"nucleotide-excision repair, DNA incision",0.496832121540917
"GO:0048565",14,40,0.0733087955560374,"digestive tract development",0.496832121540917
"GO:0006297",9,23,0.073888042280114,"nucleotide-excision repair, DNA gap filling",0.499180632097148
"GO:0045880",9,23,0.073888042280114,"positive regulation of smoothened signaling pathway",0.499180632097148
"GO:0007050",40,136,0.0765732271524782,"cell cycle arrest",0.499955099661868
"GO:0016567",93,342,0.0780960320908223,"protein ubiquitination",0.499955099661868
"GO:0010803",11,30,0.0787649384341802,"regulation of tumor necrosis factor-mediated signaling pathway",0.499955099661868
"GO:0032480",11,30,0.0787649384341802,"negative regulation of type I interferon production",0.499955099661868
"GO:0007605",37,125,0.0793059341078752,"sensory perception of sound",0.499955099661868
"GO:0001676",8,20,0.0797792604394273,"long-chain fatty acid metabolic process",0.499955099661868
"GO:0034113",8,20,0.0797792604394273,"heterotypic cell-cell adhesion",0.499955099661868
"GO:0072583",8,20,0.0797792604394273,"clathrin-dependent endocytosis",0.499955099661868
"GO:0009790",13,37,0.0803533178401883,"embryo development",0.499955099661868
"GO:2001237",13,37,0.0803533178401883,"negative regulation of extrinsic apoptotic signaling pathway",0.499955099661868
"GO:0016192",30,99,0.0820756295088005,"vesicle-mediated transport",0.499955099661868
"GO:0070373",18,55,0.0838464513132142,"negative regulation of ERK1 and ERK2 cascade",0.499955099661868
"GO:0001574",7,17,0.0857495619992447,"ganglioside biosynthetic process",0.499955099661868
"GO:0001935",7,17,0.0857495619992447,"endothelial cell proliferation",0.499955099661868
"GO:0007004",7,17,0.0857495619992447,"telomere maintenance via telomerase",0.499955099661868
"GO:0030048",7,17,0.0857495619992447,"actin filament-based movement",0.499955099661868
"GO:0036120",7,17,0.0857495619992447,"cellular response to platelet-derived growth factor stimulus",0.499955099661868
"GO:0046655",7,17,0.0857495619992447,"folic acid metabolic process",0.499955099661868
"GO:0050767",7,17,0.0857495619992447,"regulation of neurogenesis",0.499955099661868
"GO:0060307",7,17,0.0857495619992447,"regulation of ventricular cardiac muscle cell membrane repolarization",0.499955099661868
"GO:0060384",7,17,0.0857495619992447,"innervation",0.499955099661868
"GO:0002224",10,27,0.0861242316176375,"toll-like receptor signaling pathway",0.499955099661868
"GO:0002474",10,27,0.0861242316176375,"antigen processing and presentation of peptide antigen via MHC class I",0.499955099661868
"GO:0007163",10,27,0.0861242316176375,"establishment or maintenance of cell polarity",0.499955099661868
"GO:0007568",48,168,0.0869705147457633,"aging",0.499955099661868
"GO:0007595",14,41,0.0878763076984,"lactation",0.499955099661868
"GO:0007190",12,34,0.0881708837521321,"activation of adenylate cyclase activity",0.499955099661868
"GO:0030501",12,34,0.0881708837521321,"positive regulation of bone mineralization",0.499955099661868
"GO:0009612",19,59,0.0886794071578493,"response to mechanical stimulus",0.499955099661868
"GO:0070301",19,59,0.0886794071578493,"cellular response to hydrogen peroxide",0.499955099661868
"GO:0001302",3,5,0.0911091081525361,"replicative cell aging",0.499955099661868
"GO:0003161",3,5,0.0911091081525361,"cardiac conduction system development",0.499955099661868
"GO:0003289",3,5,0.0911091081525361,"atrial septum primum morphogenesis",0.499955099661868
"GO:0003356",3,5,0.0911091081525361,"regulation of cilium beat frequency",0.499955099661868
"GO:0003416",3,5,0.0911091081525361,"endochondral bone growth",0.499955099661868
"GO:0006104",3,5,0.0911091081525361,"succinyl-CoA metabolic process",0.499955099661868
"GO:0006172",3,5,0.0911091081525361,"ADP biosynthetic process",0.499955099661868
"GO:0006398",3,5,0.0911091081525361,"mRNA 3'-end processing by stem-loop binding and cleavage",0.499955099661868
"GO:0006664",3,5,0.0911091081525361,"glycolipid metabolic process",0.499955099661868
"GO:0007258",3,5,0.0911091081525361,"JUN phosphorylation",0.499955099661868
"GO:0007262",3,5,0.0911091081525361,"STAT protein import into nucleus",0.499955099661868
"GO:0007610",3,5,0.0911091081525361,"behavior",0.499955099661868
"GO:0010940",3,5,0.0911091081525361,"positive regulation of necrotic cell death",0.499955099661868
"GO:0010960",3,5,0.0911091081525361,"magnesium ion homeostasis",0.499955099661868
"GO:0010994",3,5,0.0911091081525361,"free ubiquitin chain polymerization",0.499955099661868
"GO:0014910",3,5,0.0911091081525361,"regulation of smooth muscle cell migration",0.499955099661868
"GO:0015812",3,5,0.0911091081525361,"gamma-aminobutyric acid transport",0.499955099661868
"GO:0016570",3,5,0.0911091081525361,"histone modification",0.499955099661868
"GO:0021696",3,5,0.0911091081525361,"cerebellar cortex morphogenesis",0.499955099661868
"GO:0021782",3,5,0.0911091081525361,"glial cell development",0.499955099661868
"GO:0030947",3,5,0.0911091081525361,"regulation of vascular endothelial growth factor receptor signaling pathway",0.499955099661868
"GO:0031133",3,5,0.0911091081525361,"regulation of axon diameter",0.499955099661868
"GO:0031536",3,5,0.0911091081525361,"positive regulation of exit from mitosis",0.499955099661868
"GO:0032367",3,5,0.0911091081525361,"intracellular cholesterol transport",0.499955099661868
"GO:0032611",3,5,0.0911091081525361,"interleukin-1 beta production",0.499955099661868
"GO:0033153",3,5,0.0911091081525361,"T cell receptor V(D)J recombination",0.499955099661868
"GO:0033157",3,5,0.0911091081525361,"regulation of intracellular protein transport",0.499955099661868
"GO:0033564",3,5,0.0911091081525361,"anterior/posterior axon guidance",0.499955099661868
"GO:0033602",3,5,0.0911091081525361,"negative regulation of dopamine secretion",0.499955099661868
"GO:0034123",3,5,0.0911091081525361,"positive regulation of toll-like receptor signaling pathway",0.499955099661868
"GO:0034134",3,5,0.0911091081525361,"toll-like receptor 2 signaling pathway",0.499955099661868
"GO:0035630",3,5,0.0911091081525361,"bone mineralization involved in bone maturation",0.499955099661868
"GO:0038007",3,5,0.0911091081525361,"netrin-activated signaling pathway",0.499955099661868
"GO:0038033",3,5,0.0911091081525361,"positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway",0.499955099661868
"GO:0040020",3,5,0.0911091081525361,"regulation of meiotic nuclear division",0.499955099661868
"GO:0042403",3,5,0.0911091081525361,"thyroid hormone metabolic process",0.499955099661868
"GO:0042634",3,5,0.0911091081525361,"regulation of hair cycle",0.499955099661868
"GO:0043584",3,5,0.0911091081525361,"nose development",0.499955099661868
"GO:0045869",3,5,0.0911091081525361,"negative regulation of single stranded viral RNA replication via double stranded DNA intermediate",0.499955099661868
"GO:0046033",3,5,0.0911091081525361,"AMP metabolic process",0.499955099661868
"GO:0046578",3,5,0.0911091081525361,"regulation of Ras protein signal transduction",0.499955099661868
"GO:0046600",3,5,0.0911091081525361,"negative regulation of centriole replication",0.499955099661868
"GO:0046651",3,5,0.0911091081525361,"lymphocyte proliferation",0.499955099661868
"GO:0046684",3,5,0.0911091081525361,"response to pyrethroid",0.499955099661868
"GO:0046883",3,5,0.0911091081525361,"regulation of hormone secretion",0.499955099661868
"GO:0048194",3,5,0.0911091081525361,"Golgi vesicle budding",0.499955099661868
"GO:0048263",3,5,0.0911091081525361,"determination of dorsal identity",0.499955099661868
"GO:0048311",3,5,0.0911091081525361,"mitochondrion distribution",0.499955099661868
"GO:0048664",3,5,0.0911091081525361,"neuron fate determination",0.499955099661868
"GO:0048752",3,5,0.0911091081525361,"semicircular canal morphogenesis",0.499955099661868
"GO:0048755",3,5,0.0911091081525361,"branching morphogenesis of a nerve",0.499955099661868
"GO:0051280",3,5,0.0911091081525361,"negative regulation of release of sequestered calcium ion into cytosol",0.499955099661868
"GO:0051302",3,5,0.0911091081525361,"regulation of cell division",0.499955099661868
"GO:0051771",3,5,0.0911091081525361,"negative regulation of nitric-oxide synthase biosynthetic process",0.499955099661868
"GO:0051823",3,5,0.0911091081525361,"regulation of synapse structural plasticity",0.499955099661868
"GO:0055069",3,5,0.0911091081525361,"zinc ion homeostasis",0.499955099661868
"GO:0060028",3,5,0.0911091081525361,"convergent extension involved in axis elongation",0.499955099661868
"GO:0060033",3,5,0.0911091081525361,"anatomical structure regression",0.499955099661868
"GO:0060385",3,5,0.0911091081525361,"axonogenesis involved in innervation",0.499955099661868
"GO:0060603",3,5,0.0911091081525361,"mammary gland duct morphogenesis",0.499955099661868
"GO:0060744",3,5,0.0911091081525361,"mammary gland branching involved in thelarche",0.499955099661868
"GO:0060956",3,5,0.0911091081525361,"endocardial cell differentiation",0.499955099661868
"GO:0061469",3,5,0.0911091081525361,"regulation of type B pancreatic cell proliferation",0.499955099661868
"GO:0061590",3,5,0.0911091081525361,"calcium activated phosphatidylcholine scrambling",0.499955099661868
"GO:0061591",3,5,0.0911091081525361,"calcium activated galactosylceramide scrambling",0.499955099661868
"GO:0070296",3,5,0.0911091081525361,"sarcoplasmic reticulum calcium ion transport",0.499955099661868
"GO:0070318",3,5,0.0911091081525361,"positive regulation of G0 to G1 transition",0.499955099661868
"GO:0071376",3,5,0.0911091081525361,"cellular response to corticotropin-releasing hormone stimulus",0.499955099661868
"GO:0071394",3,5,0.0911091081525361,"cellular response to testosterone stimulus",0.499955099661868
"GO:0071447",3,5,0.0911091081525361,"cellular response to hydroperoxide",0.499955099661868
"GO:0071621",3,5,0.0911091081525361,"granulocyte chemotaxis",0.499955099661868
"GO:0071947",3,5,0.0911091081525361,"protein deubiquitination involved in ubiquitin-dependent protein catabolic process",0.499955099661868
"GO:0072656",3,5,0.0911091081525361,"maintenance of protein location in mitochondrion",0.499955099661868
"GO:0089712",3,5,0.0911091081525361,"L-aspartate transmembrane transport",0.499955099661868
"GO:0090131",3,5,0.0911091081525361,"mesenchyme migration",0.499955099661868
"GO:0090527",3,5,0.0911091081525361,"actin filament reorganization",0.499955099661868
"GO:0097167",3,5,0.0911091081525361,"circadian regulation of translation",0.499955099661868
"GO:1900042",3,5,0.0911091081525361,"positive regulation of interleukin-2 secretion",0.499955099661868
"GO:1900122",3,5,0.0911091081525361,"positive regulation of receptor binding",0.499955099661868
"GO:1900180",3,5,0.0911091081525361,"regulation of protein localization to nucleus",0.499955099661868
"GO:1901841",3,5,0.0911091081525361,"regulation of high voltage-gated calcium channel activity",0.499955099661868
"GO:1903307",3,5,0.0911091081525361,"positive regulation of regulated secretory pathway",0.499955099661868
"GO:1903361",3,5,0.0911091081525361,"protein localization to basolateral plasma membrane",0.499955099661868
"GO:1905007",3,5,0.0911091081525361,"positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation",0.499955099661868
"GO:1990314",3,5,0.0911091081525361,"cellular response to insulin-like growth factor stimulus",0.499955099661868
"GO:1990573",3,5,0.0911091081525361,"potassium ion import across plasma membrane",0.499955099661868
"GO:2000347",3,5,0.0911091081525361,"positive regulation of hepatocyte proliferation",0.499955099661868
"GO:2000427",3,5,0.0911091081525361,"positive regulation of apoptotic cell clearance",0.499955099661868
"GO:2000650",3,5,0.0911091081525361,"negative regulation of sodium ion transmembrane transporter activity",0.499955099661868
"GO:2000672",3,5,0.0911091081525361,"negative regulation of motor neuron apoptotic process",0.499955099661868
"GO:0000042",6,14,0.0914330558295511,"protein targeting to Golgi",0.499955099661868
"GO:0001516",6,14,0.0914330558295511,"prostaglandin biosynthetic process",0.499955099661868
"GO:0006996",6,14,0.0914330558295511,"organelle organization",0.499955099661868
"GO:0010569",6,14,0.0914330558295511,"regulation of double-strand break repair via homologous recombination",0.499955099661868
"GO:0021591",6,14,0.0914330558295511,"ventricular system development",0.499955099661868
"GO:0032793",6,14,0.0914330558295511,"positive regulation of CREB transcription factor activity",0.499955099661868
"GO:0034162",6,14,0.0914330558295511,"toll-like receptor 9 signaling pathway",0.499955099661868
"GO:0042325",6,14,0.0914330558295511,"regulation of phosphorylation",0.499955099661868
"GO:0043303",6,14,0.0914330558295511,"mast cell degranulation",0.499955099661868
"GO:0046037",6,14,0.0914330558295511,"GMP metabolic process",0.499955099661868
"GO:0080111",6,14,0.0914330558295511,"DNA demethylation",0.499955099661868
"GO:1900273",6,14,0.0914330558295511,"positive regulation of long-term synaptic potentiation",0.499955099661868
"GO:1903506",6,14,0.0914330558295511,"regulation of nucleic acid-templated transcription",0.499955099661868
"GO:2000679",6,14,0.0914330558295511,"positive regulation of transcription regulatory region DNA binding",0.499955099661868
"GO:0043406",17,52,0.0919385813685035,"positive regulation of MAP kinase activity",0.499955099661868
"GO:0007218",27,89,0.0940845296373312,"neuropeptide signaling pathway",0.499955099661868
"GO:0007159",9,24,0.0941955336016354,"leukocyte cell-cell adhesion",0.499955099661868
"GO:0007422",9,24,0.0941955336016354,"peripheral nervous system development",0.499955099661868
"GO:0008306",9,24,0.0941955336016354,"associative learning",0.499955099661868
"GO:0045840",9,24,0.0941955336016354,"positive regulation of mitotic nuclear division",0.499955099661868
"GO:0048041",9,24,0.0941955336016354,"focal adhesion assembly",0.499955099661868
"GO:0072661",9,24,0.0941955336016354,"protein targeting to plasma membrane",0.499955099661868
"GO:0090314",9,24,0.0941955336016354,"positive regulation of protein targeting to membrane",0.499955099661868
"GO:0007187",15,45,0.0947089881677494,"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",0.499955099661868
"GO:0032147",15,45,0.0947089881677494,"activation of protein kinase activity",0.499955099661868
"GO:0008284",114,429,0.0956554776133207,"positive regulation of cell proliferation",0.499955099661868
"GO:0001833",5,11,0.0960315746582561,"inner cell mass cell proliferation",0.499955099661868
"GO:0008272",5,11,0.0960315746582561,"sulfate transport",0.499955099661868
"GO:0015909",5,11,0.0960315746582561,"long-chain fatty acid transport",0.499955099661868
"GO:0030431",5,11,0.0960315746582561,"sleep",0.499955099661868
"GO:0033555",5,11,0.0960315746582561,"multicellular organismal response to stress",0.499955099661868
"GO:0033993",5,11,0.0960315746582561,"response to lipid",0.499955099661868
"GO:0036376",5,11,0.0960315746582561,"sodium ion export from cell",0.499955099661868
"GO:0044030",5,11,0.0960315746582561,"regulation of DNA methylation",0.499955099661868
"GO:0045779",5,11,0.0960315746582561,"negative regulation of bone resorption",0.499955099661868
"GO:0046888",5,11,0.0960315746582561,"negative regulation of hormone secretion",0.499955099661868
"GO:0050673",5,11,0.0960315746582561,"epithelial cell proliferation",0.499955099661868
"GO:0050732",5,11,0.0960315746582561,"negative regulation of peptidyl-tyrosine phosphorylation",0.499955099661868
"GO:0050884",5,11,0.0960315746582561,"neuromuscular process controlling posture",0.499955099661868
"GO:0051481",5,11,0.0960315746582561,"negative regulation of cytosolic calcium ion concentration",0.499955099661868
"GO:0051775",5,11,0.0960315746582561,"response to redox state",0.499955099661868
"GO:0060081",5,11,0.0960315746582561,"membrane hyperpolarization",0.499955099661868
"GO:0060997",5,11,0.0960315746582561,"dendritic spine morphogenesis",0.499955099661868
"GO:0061099",5,11,0.0960315746582561,"negative regulation of protein tyrosine kinase activity",0.499955099661868
"GO:0071318",5,11,0.0960315746582561,"cellular response to ATP",0.499955099661868
"GO:0000079",13,38,0.0965886680919885,"regulation of cyclin-dependent protein serine/threonine kinase activity",0.499955099661868
"GO:0001756",13,38,0.0965886680919885,"somitogenesis",0.499955099661868
"GO:0007566",13,38,0.0965886680919885,"embryo implantation",0.499955099661868
"GO:0048666",13,38,0.0965886680919885,"neuron development",0.499955099661868
"GO:0050890",13,38,0.0965886680919885,"cognition",0.499955099661868
"GO:0030182",28,93,0.0967756483678034,"neuron differentiation",0.499955099661868
"GO:0003091",11,31,0.0968668273744391,"renal water homeostasis",0.499955099661868
"GO:0001841",4,8,0.0976602269269569,"neural tube formation",0.499955099661868
"GO:0002091",4,8,0.0976602269269569,"negative regulation of receptor internalization",0.499955099661868
"GO:0002237",4,8,0.0976602269269569,"response to molecule of bacterial origin",0.499955099661868
"GO:0002480",4,8,0.0976602269269569,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent",0.499955099661868
"GO:0003143",4,8,0.0976602269269569,"embryonic heart tube morphogenesis",0.499955099661868
"GO:0006264",4,8,0.0976602269269569,"mitochondrial DNA replication",0.499955099661868
"GO:0006353",4,8,0.0976602269269569,"DNA-templated transcription, termination",0.499955099661868
"GO:0007183",4,8,0.0976602269269569,"SMAD protein complex assembly",0.499955099661868
"GO:0007289",4,8,0.0976602269269569,"spermatid nucleus differentiation",0.499955099661868
"GO:0010818",4,8,0.0976602269269569,"T cell chemotaxis",0.499955099661868
"GO:0016082",4,8,0.0976602269269569,"synaptic vesicle priming",0.499955099661868
"GO:0032930",4,8,0.0976602269269569,"positive regulation of superoxide anion generation",0.499955099661868
"GO:0033148",4,8,0.0976602269269569,"positive regulation of intracellular estrogen receptor signaling pathway",0.499955099661868
"GO:0033173",4,8,0.0976602269269569,"calcineurin-NFAT signaling cascade",0.499955099661868
"GO:0035148",4,8,0.0976602269269569,"tube formation",0.499955099661868
"GO:0035234",4,8,0.0976602269269569,"ectopic germ cell programmed cell death",0.499955099661868
"GO:0043030",4,8,0.0976602269269569,"regulation of macrophage activation",0.499955099661868
"GO:0045080",4,8,0.0976602269269569,"positive regulation of chemokine biosynthetic process",0.499955099661868
"GO:0045741",4,8,0.0976602269269569,"positive regulation of epidermal growth factor-activated receptor activity",0.499955099661868
"GO:0045839",4,8,0.0976602269269569,"negative regulation of mitotic nuclear division",0.499955099661868
"GO:0048103",4,8,0.0976602269269569,"somatic stem cell division",0.499955099661868
"GO:0048660",4,8,0.0976602269269569,"regulation of smooth muscle cell proliferation",0.499955099661868
"GO:0050702",4,8,0.0976602269269569,"interleukin-1 beta secretion",0.499955099661868
"GO:0051963",4,8,0.0976602269269569,"regulation of synapse assembly",0.499955099661868
"GO:0060080",4,8,0.0976602269269569,"inhibitory postsynaptic potential",0.499955099661868
"GO:0060998",4,8,0.0976602269269569,"regulation of dendritic spine development",0.499955099661868
"GO:0070327",4,8,0.0976602269269569,"thyroid hormone transport",0.499955099661868
"GO:0070613",4,8,0.0976602269269569,"regulation of protein processing",0.499955099661868
"GO:0090050",4,8,0.0976602269269569,"positive regulation of cell migration involved in sprouting angiogenesis",0.499955099661868
"GO:1900027",4,8,0.0976602269269569,"regulation of ruffle assembly",0.499955099661868
"GO:1904322",4,8,0.0976602269269569,"cellular response to forskolin",0.499955099661868
"GO:0009880",8,21,0.103020900064978,"embryonic pattern specification",0.52489270935719
"GO:0032465",8,21,0.103020900064978,"regulation of cytokinesis",0.52489270935719
"GO:0045662",8,21,0.103020900064978,"negative regulation of myoblast differentiation",0.52489270935719
"GO:2001235",8,21,0.103020900064978,"positive regulation of apoptotic signaling pathway",0.52489270935719
"GO:0032467",12,35,0.106322529833768,"positive regulation of cytokinesis",0.537326328883953
"GO:0046676",12,35,0.106322529833768,"negative regulation of insulin secretion",0.537326328883953
"GO:0007005",20,64,0.106440188941613,"mitochondrion organization",0.537326328883953
"GO:0001569",10,28,0.106565732238583,"patterning of blood vessels",0.537326328883953
"GO:0006513",10,28,0.106565732238583,"protein monoubiquitination",0.537326328883953
"GO:0051924",10,28,0.106565732238583,"regulation of calcium ion transport",0.537326328883953
"GO:1900740",10,28,0.106565732238583,"positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway",0.537326328883953
"GO:0008104",17,53,0.106588509529194,"protein localization",0.537326328883953
"GO:0032091",17,53,0.106588509529194,"negative regulation of protein binding",0.537326328883953
"GO:0071456",29,98,0.110248138330043,"cellular response to hypoxia",0.555122668351978
"GO:0008630",15,46,0.110926533466657,"intrinsic apoptotic signaling pathway in response to DNA damage",0.55657874686779
"GO:0048538",15,46,0.110926533466657,"thymus development",0.55657874686779
"GO:0051781",15,46,0.110926533466657,"positive regulation of cell division",0.55657874686779
"GO:0007584",25,83,0.111305119683278,"response to nutrient",0.557174986512561
"GO:0032869",25,83,0.111305119683278,"cellular response to insulin stimulus",0.557174986512561
"GO:0021537",7,18,0.112608847606371,"telencephalon development",0.560431503748645
"GO:0031032",7,18,0.112608847606371,"actomyosin structure organization",0.560431503748645
"GO:0046328",7,18,0.112608847606371,"regulation of JNK cascade",0.560431503748645
"GO:0050870",7,18,0.112608847606371,"positive regulation of T cell activation",0.560431503748645
"GO:0071539",7,18,0.112608847606371,"protein localization to centrosome",0.560431503748645
"GO:0016032",79,293,0.112751049676118,"viral process",0.560488995493102
"GO:0030522",13,39,0.114677721512405,"intracellular receptor signaling pathway",0.567436476687681
"GO:0043124",13,39,0.114677721512405,"negative regulation of I-kappaB kinase/NF-kappaB signaling",0.567436476687681
"GO:0043280",13,39,0.114677721512405,"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.567436476687681
"GO:0045184",13,39,0.114677721512405,"establishment of protein localization",0.567436476687681
"GO:0045892",121,461,0.115784101141689,"negative regulation of transcription, DNA-templated",0.572250914628856
"GO:0045665",19,61,0.116494448702057,"negative regulation of neuron differentiation",0.573054550361834
"GO:0009314",11,32,0.117237277887079,"response to radiation",0.573054550361834
"GO:0048701",11,32,0.117237277887079,"embryonic cranial skeleton morphogenesis",0.573054550361834
"GO:0071526",11,32,0.117237277887079,"semaphorin-plexin signaling pathway",0.573054550361834
"GO:0007569",9,25,0.117416072207005,"cell aging",0.573054550361834
"GO:0014003",9,25,0.117416072207005,"oligodendrocyte development",0.573054550361834
"GO:0030206",9,25,0.117416072207005,"chondroitin sulfate biosynthetic process",0.573054550361834
"GO:0051017",9,25,0.117416072207005,"actin filament bundle assembly",0.573054550361834
"GO:0070372",9,25,0.117416072207005,"regulation of ERK1 and ERK2 cascade",0.573054550361834
"GO:0071158",9,25,0.117416072207005,"positive regulation of cell cycle arrest",0.573054550361834
"GO:0071897",9,25,0.117416072207005,"DNA biosynthetic process",0.573054550361834
"GO:0035023",23,76,0.117865421543506,"regulation of Rho protein signal transduction",0.57459393002459
"GO:0042475",17,54,0.122586520468629,"odontogenesis of dentin-containing tooth",0.592993328933857
"GO:0006790",6,15,0.122883699166014,"sulfur compound metabolic process",0.592993328933857
"GO:0030224",6,15,0.122883699166014,"monocyte differentiation",0.592993328933857
"GO:0035458",6,15,0.122883699166014,"cellular response to interferon-beta",0.592993328933857
"GO:0043277",6,15,0.122883699166014,"apoptotic cell clearance",0.592993328933857
"GO:0050804",6,15,0.122883699166014,"modulation of synaptic transmission",0.592993328933857
"GO:0051276",6,15,0.122883699166014,"chromosome organization",0.592993328933857
"GO:0086005",6,15,0.122883699166014,"ventricular cardiac muscle cell action potential",0.592993328933857
"GO:2000573",6,15,0.122883699166014,"positive regulation of DNA biosynthetic process",0.592993328933857
"GO:0007010",43,153,0.12322331343512,"cytoskeleton organization",0.59396406138951
"GO:0051091",30,103,0.124163593827491,"positive regulation of sequence-specific DNA binding transcription factor activity",0.597824711021251
"GO:0006869",21,69,0.124821283460536,"lipid transport",0.599645359513663
"GO:0030855",21,69,0.124821283460536,"epithelial cell differentiation",0.599645359513663
"GO:0042769",12,36,0.12650194435942,"DNA damage response, detection of DNA damage",0.60077380549029
"GO:0061077",12,36,0.12650194435942,"chaperone-mediated protein folding",0.60077380549029
"GO:0022617",22,73,0.128490367426341,"extracellular matrix disassembly",0.60077380549029
"GO:0002931",10,29,0.129529511377193,"response to ischemia",0.60077380549029
