"Gene.symbol","logFC","adj.P.Val"
"CYP2E1",-2.79433590002959,7.71220480518322e-13
"VPS53",-2.3415453686503,7.74972987898598e-13
"NRGN",-5.69155720078344,8.40480937629526e-13
"TSEN34",1.21649849675883,8.93411237185988e-13
"KCNQ3",-1.41069297314609,9.5609398051271e-13
"TRMT13",2.10307698831683,9.81357875419505e-13
"CPLX1",-5.91840991741006,1.01575770306919e-12
"RAP1GDS1",-1.7529944589887,1.05459031777928e-12
"FAM96A",1.12384092725161,1.05692517394983e-12
"SERPINI1",-4.89824934115977,1.10349553704008e-12
"ATP7A",1.77295636047285,1.16447039237633e-12
"TMEM256-PLSCR3",1.57178745251762,1.19348580927817e-12
"DGCR9",-3.65574851752584,1.26547672949892e-12
"TOP2A",6.32371637370453,1.29321327555694e-12
"ZNF385B",-5.01602855537101,1.35242961848158e-12
"MATK",-3.07236893913222,1.37173396606765e-12
"GTF2IRD2",1.79241592295615,1.45319796245515e-12
"PKP4",-1.70790703347476,1.46120552664727e-12
"EFR3A",-1.58994074716792,1.48057281213528e-12
"CKMT1A",-5.92560007857048,1.48057281213528e-12
"PART1",-3.17497023859316,1.48597937316301e-12
"CYP46A1",-4.98261698732584,1.56666294134149e-12
"LOC100130705",-3.46997582572058,1.56666294134149e-12
"KCNJ6",-4.38215191180171,1.60532819282846e-12
"ERMN",-6.47428357158173,1.61281043659365e-12
"EZH2",4.74053232855904,1.70402028150008e-12
"CBX7",-3.17255348161802,1.71770022698827e-12
"POFUT1",1.46992440587791,1.74410246165303e-12
"OPRK1",-3.11943175455141,1.74929428012446e-12
"IFT52",1.28678123736752,1.75809736438708e-12
"GABRA2",-5.53676121658482,1.8199820124775e-12
"HAGH",-1.54728947794826,1.85835893707378e-12
"NOS1AP",-2.93032117910322,1.92571447999212e-12
"AMPD2",-1.69131457611625,1.98122048053264e-12
"WBSCR17",-5.094493277019,2.06397550915731e-12
"RBFOX3",-6.94592893693912,2.06397550915731e-12
"UTP15",2.09181386615082,2.08901832312407e-12
"FBXL15",-2.10410624119415,2.09608118919581e-12
"RAB3B",-3.77540589747357,2.11061634538439e-12
"RIMBP2",-4.71358384822519,2.12745617447135e-12
"KSR2",-4.78813431018455,2.23536117739876e-12
"CELF4",-6.71926292473485,2.27024082816695e-12
"HCN2",-1.6621792318169,2.29459842899767e-12
"ETNPPL",-7.37759219403196,2.32804906009836e-12
"LIMD1",2.99878448341216,2.38006012316278e-12
"SMC4",2.50089019096055,2.38930665052146e-12
"MROH1",-2.4430512519601,2.41085100966268e-12
"SLC25A13",2.15725420995332,2.41436327864988e-12
"PCLO",-5.88033546526023,2.42994329747223e-12
"RPLP0",1.49815531855555,2.42994329747223e-12
"LMTK2",-2.49579146736016,2.47171319353375e-12
"CRH",-5.26290604707699,2.50601937320284e-12
"NPTN",-1.27930289475017,2.68517941950482e-12
"GABRG2",-7.65281778039494,2.68517941950482e-12
"NTSR2",-4.65564698514464,2.68525329262987e-12
"SNRPF",1.52094148198461,2.6952261411706e-12
"CCDC184",-4.26952694360618,2.71782935488402e-12
"RFC1",1.24671248009993,2.79873072289827e-12
"SEPT5-GP1BB",-2.87986034436792,3.17995593236766e-12
"SLC45A1",-2.85909588912906,3.19747605092799e-12
"AAR2",1.10682816060585,3.3763132839218e-12
"TRIM3",-2.26020961254399,3.50593502712273e-12
"PPIB",1.15888097362788,3.50933797241957e-12
"CDS2",-1.52532661297318,3.54694292211552e-12
"SERTM1",-4.82182768250671,3.56054132822157e-12
"RNF41",-2.57300591062814,3.56563957643222e-12
"KCTD5",1.48332922964523,3.58816654724845e-12
"BTN2A2",2.10634115625811,3.61282778374141e-12
"LINC00936",-2.71359705366937,3.6260009936342e-12
"FXYD7",-6.31324082576562,3.73374047271799e-12
"CA11",-3.44749898464181,3.73374047271799e-12
"MIR7703",1.28600518415087,3.74145331270558e-12
"SMIM17",-3.76961298297002,3.74261224513334e-12
"C7orf49",2.12025990133577,3.76879120966588e-12
"MIR7110",4.18043906799901,3.78331969348914e-12
"GPR83",-3.43163406922544,3.79422139645567e-12
"ATP2B2",-4.37948621504938,3.85681479898217e-12
"ROMO1",1.32677045971617,3.89797888534894e-12
"PPP2R5B",-1.21286222165306,3.93240689153564e-12
"XRN2",1.82791728363819,3.99244381380582e-12
"CFC1B",-1.86712284060776,4.01438663882566e-12
"RRP15",1.99182844594266,4.1884576444037e-12
"ATP8A2",-5.75711374133715,4.22114690518345e-12
"COMMD4",1.71284776395555,4.37282483542425e-12
"MEF2D",-1.6881475576718,4.37282483542425e-12
"CHD5",-5.52993936425023,4.37282483542425e-12
"AP3M2",-1.54324297626037,4.39806193110803e-12
"PI4KAP1",-1.64053881623018,4.4118720116324e-12
"RND1",-2.97682312866582,4.6444724366376e-12
"ZFYVE28",-2.39217667509501,4.66993035487969e-12
"PARD6G",2.30509115563563,4.7631995039525e-12
"B4GALT4",1.82718438597159,4.76944940066931e-12
"FAAH",-2.28860514460908,4.83480568300368e-12
"ZNF559",1.97066564584878,4.93926053683453e-12
"HNRNPDL",1.15092090297712,5.11028946775462e-12
"DNM1",-4.95217253014958,5.11658614095098e-12
"APBA1",-3.89831325126621,5.21476869712142e-12
"FAM35A",1.22723185296081,5.21476869712142e-12
"MRPL42",1.83139171402156,5.22921559291842e-12
"SLC7A10",-2.18014347517088,5.32149195790157e-12
"SH2D5",-3.09460565169652,5.39847048540513e-12
"NUBP1",1.48956633801525,5.57308719914676e-12
"CDK4",2.62569640181104,5.71960428552721e-12
"GABARAPL3",-2.64018726386648,5.73733662022654e-12
"JPH3",-7.1257617680551,5.73733662022654e-12
"ASIC2",-4.13015028744319,5.92476988920987e-12
"NECTIN1",-2.09124680910106,5.93671026789994e-12
"RNF144A-AS1",-1.57617167921236,6.09518295932262e-12
"C1QTNF4",-4.27203528701545,6.29003290056953e-12
"DYX1C1",3.85738522167284,6.33322871062382e-12
"ATF1",1.49214526321439,6.39382127705387e-12
"RAPGEF5",-4.35324119581289,6.47208256014730e-12
"PPP1R12C",-1.46027180796891,6.47208256014730e-12
"SPRYD7",-2.13857458644504,6.49541252547106e-12
"AMIGO1",-3.00122326818718,6.49541252547106e-12
"SCAMP5",-2.53497901874346,6.54997939329894e-12
"TSPAN6",3.06199280636883,7.39635668081694e-12
"GNA13",1.22761320540959,7.40551992759758e-12
"NECAP2",2.55402252001223,7.51000942281739e-12
"NIPA1",-2.25852921870849,7.84505336329985e-12
"SSR4",1.17710926289144,8.03620347119924e-12
"ZBTB7A",-2.08051793279941,8.05640645100151e-12
"SPPL2A",2.06035872040526,8.06601193251202e-12
"SMIM13",-1.78347542547331,8.0700470505177e-12
"TMEM38A",-3.62498112815799,8.14486034290162e-12
"MAG",-3.71732151539001,8.39298873258764e-12
"LBR",1.89157952679093,8.78193430600043e-12
"NUDT5",1.47548200505523,8.93629263698633e-12
"RHOF",-2.21603740455694,9.00120734144468e-12
"SPRYD3",-1.5903691894645,9.30074174379771e-12
"FZD6",4.13246598309881,9.47567717488019e-12
"CDCA7",4.91611006301104,9.53147633716992e-12
"NCKIPSD",-1.76939096193006,9.55264949340335e-12
"SLC5A11",-2.68552707665628,9.66470917072565e-12
"ANXA5",1.90411472524785,9.90962141384338e-12
"NRXN3",-4.93565526633085,1.02024815842321e-11
"LIN7B",-2.69367153979389,1.05628517768311e-11
"ERGIC3",1.19306309190834,1.05628517768311e-11
"CCDC97",1.28410686056121,1.09983942315342e-11
"GIN1",1.12451758611781,1.12657658336648e-11
"KCTD16",-3.06997112672065,1.17477793415656e-11
"MICAL2",-5.15293715231552,1.17477793415656e-11
"ETAA1",1.49759521857817,1.19741268865367e-11
"LSM8",1.65457267069467,1.20761564168973e-11
"MAP1A",-3.46820375523617,1.22924104016923e-11
"LDLRAD3",2.4201602076401,1.2358614966974e-11
"EPHB6",-3.81798860547733,1.23815077493892e-11
"SSR1",1.32224511840894,1.26546912174391e-11
"SV2B",-7.50082583524583,1.2670296700606e-11
"ABCC5",-2.1592837317695,1.2938468510135e-11
"CDH12",-4.70118986049803,1.30494349013007e-11
"IQGAP2",4.56054529117311,1.31886878306945e-11
"TTC30B",3.38083475340145,1.32175775798123e-11
"N4BP2",2.77683278546811,1.43764430007905e-11
"OSBPL1A",-2.08916793026746,1.43894645552273e-11
"TUBA4A",-2.84183247056575,1.53473346043302e-11
"FCHO1",-1.70465830551098,1.59562434171536e-11
"C2orf68",2.23741757212859,1.72019648658091e-11
"ATP6V1H",-1.46333109668134,1.72669125259218e-11
"C1orf64",-1.2990508955716,1.72778363061558e-11
"LOC100288893",-2.14493944269895,1.76164528126044e-11
"LSM11",-2.23088196262932,1.76220762293819e-11
"SYT13",-6.23334083126332,1.76220762293819e-11
"ILF2",1.52134900765937,1.77417497286249e-11
"SSBP1",1.21965776606499,1.79044597953575e-11
"REEP5",-1.32784386898356,1.81657378483489e-11
"FAM71E1",-3.20177532779231,1.82503009643658e-11
"MOV10",2.92159299332787,1.82874325845117e-11
"TMEM248",1.61360919753667,1.83391792667877e-11
"DHFR",1.83134109987842,1.86452255011639e-11
"RAB6B",-3.85692537083945,1.88258827396347e-11
"CD276",2.01799367539033,1.90863272368643e-11
"LOC100130331",-1.4073148046764,1.98987295552071e-11
"S1PR5",-2.6995391340428,1.99019869570031e-11
"PPP1R13B",-2.61674682299356,2.03293009768501e-11
"LANCL1",-1.53429727720869,2.07119760138453e-11
"MEF2A",-1.39699225123051,2.12166460563848e-11
"SPTSSB",-1.18461108916673,2.14478214561595e-11
"TNFAIP3",3.97357052783064,2.14916691820645e-11
"HPCA",-4.17295738720605,2.17456121787594e-11
"STMN3",-1.61865339683932,2.18691106317976e-11
"CDC42BPA",-1.19162694373064,2.20006266743155e-11
"TTC9B",-4.70617045155036,2.23298358468493e-11
"RUVBL1",2.37339149916567,2.24430187643971e-11
"BLOC1S4",1.40670587188731,2.3080531681056e-11
"ARFGAP3",1.43064079788967,2.32249377710674e-11
"TMEM189-UBE2V1",1.57682683427488,2.32249377710674e-11
"SEMA3G",-2.90500524321788,2.3255068435652e-11
"NCOA7",-2.10531487641184,2.51353585384045e-11
"KLHL2",-1.8450332574459,2.52224996362996e-11
"R3HDM2",-1.2306849406069,2.5560975898019e-11
"ZNF678",2.15218421408231,2.61569272315259e-11
"MED14",1.34313215329099,2.61881103997135e-11
"NT5DC2",4.10639691406699,2.64411867948928e-11
"IKBIP",2.91806810947034,2.7591536483675e-11
"TMX1",1.55632276918191,2.88816158648365e-11
"RPH3A",-6.40806235524405,2.91334885586984e-11
"TMEM251",1.353140698504,3.14004541418664e-11
"TRIM37",-1.25751736792723,3.14063554384198e-11
"LOC728613",5.36181103428388,3.16164231714852e-11
"IL1RAPL1",-4.22208846311493,3.20812582313227e-11
"FBXL18",-1.46651438837831,3.2914568601754e-11
"LSM2",1.6268750551,3.31127692292842e-11
"MIS12",1.60221702728441,3.32423237102367e-11
"LOC285812",-2.59794079949474,3.56199162530579e-11
"DBR1",2.14631747088579,3.60086822137643e-11
"PPM1H",-3.85424633803794,3.67176013017257e-11
"C12orf76",-1.33166814514261,3.72375827474454e-11
"RBM7",1.50348661249507,3.73767460136173e-11
"EPT1",-1.76790053860625,3.74109889208609e-11
"PITHD1",-1.07084794313373,3.74109889208609e-11
"TMEM209",1.4126376528234,3.90893724712795e-11
"LOC101929240",1.13960819161472,3.90893724712795e-11
"GABRD",-5.07628683018153,3.95511772576939e-11
"ZNF217",3.25668818007816,4.06041890304392e-11
"LOC101060443",-1.42926963276537,4.10514592796129e-11
"COL4A3BP",-1.07349201905576,4.35306762244894e-11
"ELOVL4",-3.24177320370323,4.36581375127954e-11
"HRH3",-1.61418105198429,4.41073293843601e-11
"PLEKHM2",-1.29907786712387,4.49766293607811e-11
"UROS",-1.70950199394222,4.53203652207927e-11
"DDX20",1.47948661148757,4.71493009972009e-11
"MTMR9",-1.79567599450704,4.82582008790668e-11
"LOC101930006",-4.27083465682196,4.85220872089672e-11
"DAD1",1.0104795048472,4.87255522976509e-11
"IRAK4",1.55916287531479,4.95032411780703e-11
"CAMK2G",-2.35135013010092,4.96467789874339e-11
"FAM126B",-2.24348173873774,5.01445084980978e-11
"MIR4707",1.84110311285884,5.01445084980978e-11
"PTPRT",-4.4193844859808,5.02756152975493e-11
"LINC00957",-2.56980304889908,5.15288593603778e-11
"STUM",-4.95689225515082,5.22798894825315e-11
"LHX6",-3.5968975251478,5.62754603261841e-11
"RAP1GAP2",-3.29910570930211,5.64012643006821e-11
"SERINC3",-1.08470991365688,5.68538761205926e-11
"YWHAG",-1.45577812878765,5.68538761205926e-11
"ITPR1",-3.42453733786668,5.72336489635026e-11
"BRMS1L",-1.24124751700337,5.87914874897503e-11
"PITPNM3",-4.77274811631551,5.95040134933893e-11
"SMPX",-1.56592292648968,6.00331166554184e-11
"RBFOX1",-5.65809449895162,6.01431920788011e-11
"SPOCK3",-5.85494326286279,6.11083010047481e-11
"HS3ST2",-3.93026093404182,6.13628855385910e-11
"ERC2",-4.187329542043,6.24517149208581e-11
"MIR1909",-1.55233222409073,6.3719597316779e-11
"DUSP7",-2.22625597855096,6.41431397383823e-11
"TTBK2",-2.02766823280494,6.41431397383823e-11
"GTF2H2C",1.95733647172379,6.44215724849548e-11
"NRSN1",-5.45082963896667,6.53005848576876e-11
"SYT1",-6.45764619470546,6.54536320830858e-11
"NDC80",4.52001503459264,6.64631355436753e-11
"DIDO1",1.96196044548553,6.65711074202301e-11
"SYCE1",-1.81027829988915,6.87792499450213e-11
"ABL1",1.36489109332064,6.95682571468088e-11
"NAGPA",-2.10375467693761,7.06798251579449e-11
"GTF3C6",1.01287078376193,7.0980134099339e-11
"PGM2",2.02077751550394,7.33388482985629e-11
"TMEM267",1.39636759972445,7.92299660742919e-11
"TRIM4",1.58923433476594,8.06951764713488e-11
"KCNC3",-2.01120556860211,8.10077960838794e-11
"MITD1",1.29144436535338,8.27816437922187e-11
"C14orf93",2.37924347881104,8.29685430498706e-11
"SYNGAP1",-1.91202796927502,8.31845337111933e-11
"EFR3B",-1.74044859886068,8.36340783642397e-11
"PCGF2",1.88367598885615,8.457476394619e-11
"SS18",2.05934348217626,8.56371774601772e-11
"DENND4C",1.13332472413208,8.7391082922564e-11
"AKAP6",-4.13089627963918,8.91770370923979e-11
"PDE1A",-5.43017015066608,9.17059703468226e-11
"KIF11",4.50196496044497,9.25084614216674e-11
"PDP1",-1.9111184406576,9.55643046907658e-11
"HTR1E",-1.1552722047096,9.61285143403236e-11
"C15orf61",-1.55444655871703,9.68546246259484e-11
"PIGC",1.11112047629683,9.7234927521958e-11
"PSMF1",1.27268457115279,9.774361213759e-11
"SLC17A7",-5.00653154209908,9.94648611436175e-11
"SEP15",1.23865636197121,1.00705400060452e-10
"ATP6V1D",-1.1416750754142,1.01884033121218e-10
"SYNE4",-1.61900827587988,1.02467557191409e-10
"ABHD8",-1.78536233461092,1.02891086158663e-10
"RPN1",1.30743055158843,1.03900314494635e-10
"GLYR1",2.86923191709539,1.0579402264131e-10
"MIR600",-2.75622926049375,1.07264573857926e-10
"DDAH2",2.43650610438671,1.08018960506148e-10
"LINC01260",-1.19005916652505,1.09518259086408e-10
"MFSD2B",-2.24862537741243,1.09780646714708e-10
"PRKACB",-1.58280749623782,1.10062974729571e-10
"R3HDM1",-2.03989978457528,1.10367451925009e-10
"SGPL1",1.22379428016054,1.13425433215738e-10
"CYFIP2",-2.32334898660737,1.15482916422682e-10
"RHEBL1",-2.21384055416384,1.17478443431751e-10
"AKAP11",-1.18570268454051,1.17966783207116e-10
"NECAB2",-2.58764412856457,1.17966783207116e-10
"GBAT2",2.480139077276,1.25549991270651e-10
"SYNCRIP",1.45867419815765,1.29895581122085e-10
"TIPIN",2.05394038881498,1.29912799990436e-10
"ZMYM6",2.28387938249559,1.30305277638053e-10
"RAPGEFL1",-2.69080666074707,1.31214771560367e-10
"DAP",1.63618910096798,1.33157014811563e-10
"MIGA2",-1.3634993886215,1.34887369165781e-10
"ACVR1B",-1.07208636806186,1.34933197793971e-10
"MARCH4",-4.18594342006752,1.36299512590453e-10
"PDIA6",1.2250671995238,1.37045507064315e-10
"PARD6A",-2.09119665812105,1.38276950766406e-10
"SLC30A6",1.01484680685555,1.42401450749054e-10
"TP73-AS1",1.37464043059099,1.44202785509392e-10
"CDH18",-6.49187810239066,1.4698222346895e-10
"PALM2",-3.51936080759967,1.47003873781819e-10
"NBPF26",1.02276905024082,1.48298893903541e-10
"GALNT9",-3.87372467856726,1.55494739940051e-10
"CENPQ",1.91608171495115,1.58556114360893e-10
"LSM5",1.42202656717081,1.5878670659101e-10
"FAM65A",-1.09045169366858,1.62338107864545e-10
"MAGEE1",-3.1465807498528,1.64415218936526e-10
"HERC1",-1.56218799810224,1.65265490480885e-10
"HTT",-2.07449437746819,1.65265490480885e-10
"PAPD4",1.63354755239138,1.65265490480885e-10
"KIF5C",-2.14526082022499,1.66244814687111e-10
"NXT1",1.42974020609605,1.66244814687111e-10
"HMGN4",1.48246270928007,1.66434829233797e-10
"HOOK1",-4.60068298382992,1.67555692631095e-10
"ANP32B",1.14553002493188,1.6840338131418e-10
"EGFL7",-2.36244074082348,1.6840338131418e-10
"FBXO9",-1.22221329271552,1.71082266449782e-10
"LOC728730",-1.65404072482801,1.73622557053078e-10
"MDC1",1.40855239580716,1.73622557053078e-10
"CRYM",-5.67637067252486,1.74158062771655e-10
"PCDHAC2",-1.87258397635326,1.74158062771655e-10
"PITPNB",-1.03782927635056,1.79110818631958e-10
"DPP10-AS1",-4.12116011474135,1.80365921678905e-10
"TMEM67",3.46189387985437,1.86320194497749e-10
"CHM",-1.16546051109474,1.868637731634e-10
"SOHLH1",-1.7526116273904,1.88030227338899e-10
"DNAJB11",1.12970611896503,1.90080555709799e-10
"CENPH",3.21876602795555,1.92414632318587e-10
"ATP6V1A",-1.01654305886128,2.00191481812095e-10
"MICU3",-2.87597852018527,2.00278417624444e-10
"BRE-AS1",-1.74633481807121,2.00666517128738e-10
"SLC30A4",-1.89664779002611,2.02168816086994e-10
"LOC101929964",-2.16986154478166,2.02168816086994e-10
"CNDP1",-5.69931255524675,2.0744230659135e-10
"CNOT10",1.28216946458632,2.08372296306696e-10
"PEX5L",-6.23566340847679,2.09247418688665e-10
"MAPRE3",-1.45637115383537,2.14608294293627e-10
"ZNF599",1.99776444506304,2.15684962218214e-10
"SNPH",-3.58971855990559,2.1750974602663e-10
"OPA1",-1.21673386969231,2.23551239891209e-10
"CTIF",-2.52412083765635,2.24519972798904e-10
"SLC9A6",-1.60211243985858,2.26441484431534e-10
"PNMA6A",-2.82700915475509,2.27996441694965e-10
"GRAMD1B",-2.85242982695398,2.3334348690245e-10
"ADCY5",-2.34190993319724,2.34976825137959e-10
"HLF",-4.39383749400296,2.35383377017106e-10
"CAMK2N2",-4.38422262191671,2.38600346449673e-10
"ANKHD1-EIF4EBP3",2.278245353657,2.38675382263135e-10
"STK32C",-2.15549488159935,2.38675382263135e-10
"PNMA3",-4.79405983451157,2.42224777949537e-10
"RNASEH2A",3.3636519151944,2.4602981468745e-10
"RTN3",-1.3121466143835,2.49338357161472e-10
"ZNF365",-4.85199244785017,2.56054622639754e-10
"EPB41L1",-4.17539062717509,2.62252692744072e-10
"RBM43",3.3813299448685,2.64319091037688e-10
"DCPS",1.82269888448376,2.67337403562284e-10
"SLC30A3",-3.36794627037449,2.74319783860054e-10
"FUT1",-1.57705649561453,2.79197359450758e-10
"DHRSX",2.81961676276647,2.88127410165376e-10
"CRNDE",4.73310705746516,2.91750708491157e-10
"PPFIA4",-4.07729828669152,2.92684979942671e-10
"DPYSL3",1.96061968465969,2.93025537273619e-10
"MGAT5B",-1.78551750763853,2.97448743779354e-10
"ACVR1C",-2.56077575045536,3.01657390742502e-10
"PINLYP",2.34826860543721,3.13186782492248e-10
"RCAN2",-4.4980698969361,3.1516470530848e-10
"DUSP3",-1.64136740528003,3.15805178797731e-10
"PTK2B",-2.65751100468522,3.23086699111707e-10
"TEAD1",1.66362014163458,3.24125502972264e-10
"THRIL",-2.08831651935438,3.34490502289155e-10
"RBP4",-4.376287224605,3.35176429702866e-10
"PCP4L1",-5.21037130292578,3.36195300655936e-10
"RBBP4",1.36078636632628,3.43158646066939e-10
"CD63",1.3439370594017,3.48044616215075e-10
"C17orf62",1.44463110479552,3.51381430685611e-10
"EIF4EBP1",3.16529301159651,3.5350618879642e-10
"METTL21B",3.77965569381177,3.5457376267088e-10
"TTC26",2.65721385915089,3.65093498869883e-10
"SF3B6",1.00206512180685,3.66529113850196e-10
"APBB1",-1.68297338239271,3.85546758243958e-10
"GBA2",-1.36372643909777,3.99115649132032e-10
"SCN3B",-6.27204278970953,4.01853930197573e-10
"HMBS",1.87295059940151,4.02738768711796e-10
"DEGS2",-1.2117382904388,4.10462891278036e-10
"BTG3",1.38478231939316,4.19310631024243e-10
"CNTRL",2.1226420673136,4.21003747879035e-10
"POU6F1",-1.49487925120362,4.34579233365941e-10
"NUAK1",-2.18776720230218,4.379361861272e-10
"FLJ23867",-1.6542695480123,4.4701313120711e-10
"SOWAHC",2.29894992462583,4.49404422682659e-10
"ROCK1",1.00407321746593,4.50212454646118e-10
"EXOSC8",1.06527577849395,4.53055800268958e-10
"ANKRD33B",-3.41809689365418,4.55712487311959e-10
"C1orf115",-3.96568742052815,4.56397304065417e-10
"PDCD6IP",1.00247069638659,4.65517151092779e-10
"MED17",1.25464304687192,4.70002043621793e-10
"MIR124-2HG",-4.56459949521197,4.72408064859916e-10
"POLA1",2.16570675966856,4.74980794109045e-10
"FAM131C",-1.75259591024695,4.77104548831836e-10
"CCDC92",-1.13246055474767,4.77104548831836e-10
"NBPF10",1.08728045628159,4.81534982319405e-10
"FPGS",1.58371536355496,4.8257057105256e-10
"TRHDE",-4.79221000694063,4.89739851391018e-10
"KIAA1429",1.12338393390533,4.91122520274669e-10
"IQSEC1",-2.25162533591664,4.91368073468531e-10
"CCM2",-1.25568929026227,4.95982561926936e-10
"DEK",1.27724142594076,4.98212472930983e-10
"MELK",4.7509852278994,4.98603051116208e-10
"MAPKBP1",-1.31279514746345,4.99117368812942e-10
"HMGB2",1.99968312847344,5.18424023076484e-10
"KIAA1804",-2.2502710649647,5.21745329683807e-10
"LINC00622",-3.78764342670704,5.23078123696951e-10
"PPTC7",-1.21093073323492,5.24831069035088e-10
"MIR4647",1.26100194422359,5.31842557215239e-10
"HDAC11",-2.95255347455727,5.47487551967003e-10
"RTEL1-TNFRSF6B",-1.44325187843965,5.49340930448734e-10
"SMARCE1",1.38720757719053,5.58110225297624e-10
"FGF7P3",-3.20465277049185,5.60131073058948e-10
"TUBB4A",-6.26584235592722,5.82915025297712e-10
"MOB2",-1.01179758548672,6.19414110272367e-10
"RAB11FIP4",-3.11391259507923,6.22669286939577e-10
"CACNA1B",-5.87170265016036,6.25051418317674e-10
"RNA45S5",3.03033340770664,6.25051418317674e-10
"USP12",-1.62956457817968,6.26382823463807e-10
"SCN2A",-6.19800942023669,6.26644687336569e-10
"CAMKK1",-3.60939546325155,6.32944932032582e-10
"SNRPE",1.23653213775083,6.37615048102995e-10
"HSD17B6",-3.31522567865326,6.47424014352855e-10
