"Group","GeneSymbol","Frequency"
"GBM","HRASLS",1
"GBM","HS3ST3B1",1
"GBM","HSPA4L",1
"GBM","HSPB2",1
"GBM","HSPG2",1
"GBM","IFIT1",1
"GBM","IFIT3",1
"GBM","IFIT5",1
"GBM","IFITM2",1
"GBM","IFITM3",1
"GBM","IFT74",1
"GBM","IGF2BP2",1
"GBM","IGFBP4",1
"GBM","IGIP",1
"GBM","IGSF1",1
"GBM","IKZF2",1
"GBM","IL11RA",1
"GBM","IMPA2",1
"GBM","IMPACT",1
"GBM","IPO4",1
"GBM","IQGAP2",1
"GBM","IRAK1BP1",1
"GBM","IRF2BP1",1
"GBM","IRS1",1
"GBM","ITM2A",1
"GBM","JADE2",1
"GBM","JMJD6",1
"GBM","KBTBD11",1
"GBM","KCNAB1",1
"GBM","KCND2",1
"GBM","KCND3",1
"GBM","KCNE3",1
"GBM","KCNF1",1
"GBM","KCNH2",1
"GBM","KCNJ10",1
"GBM","KCNN2",1
"GBM","KCTD15",1
"GBM","KDM5C",1
"GBM","KDM6B",1
"GBM","KIAA0101",1
"GBM","KIAA1107",1
"GBM","KIF4A",1
"GBM","KIF5A",1
"GBM","KIF5C",1
"GBM","KIT",1
"GBM","KITLG",1
"GBM","KLHDC3",1
"GBM","KLHL9",1
"GBM","LAMA2",1
"GBM","LAMB2",1
"GBM","LCA5",1
"GBM","LFNG",1
"GBM","LIAS",1
"GBM","LIMK2",1
"GBM","LINC00461",1
"GBM","LINC01105",1
"GBM","LINC01138",1
"GBM","LINC01315",1
"GBM","LMNB1",1
"GBM","LNX1",1
"GBM","LOC100134445",1
"GBM","LOC100288911",1
"GBM","LOC100505501",1
"GBM","LOC100506123",1
"GBM","LOC100506558",1
"GBM","LOC100506922",1
"GBM","LOC100507547",1
"GBM","LOC100507557",1
"GBM","LOC100507855",1
"GBM","LOC100996693",1
"GBM","LOC101927705",1
"GBM","LOC101929740",1
"GBM","LOC101929819",1
"GBM","LOC101930241",1
"GBM","LOC101930404",1
"GBM","LOC101930415",1
"GBM","LOC102724788",1
"GBM","LOC102724951",1
"GBM","LOC102725051",1
"GBM","LOC102725271",1
"GBM","LOC286052",1
"GBM","LOC400043",1
"GBM","LOC401261",1
"GBM","LOC642533",1
"GBM","LOC643923",1
"GBM","LOC729218",1
"GBM","LOC93622",1
"GBM","LOXL2",1
"GBM","LPAR2",1
"GBM","LRCH1",1
"GBM","LRP8",1
"GBM","LRRC37A4P",1
"GBM","LRRC3B",1
"GBM","LRRC4",1
"GBM","LRRC4C",1
"GBM","LRRN3",1
"GBM","LSM14B",1
"GBM","LXN",1
"GBM","LYPD1",1
"GBM","LYZ",1
"GBM","MAFB",1
"GBM","MAGEH1",1
"GBM","MAGEL2",1
"GBM","MAGI3",1
"GBM","MAOB",1
"GBM","MAP3K13",1
"GBM","MAP3K5",1
"GBM","MDK",1
"GBM","MECP2",1
"GBM","MEIS1",1
"GBM","MELK",1
"GBM","MERTK",1
"GBM","MEST",1
"GBM","MEX3D",1
"GBM","MFGE8",1
"GBM","MGP",1
"GBM","MGST1",1
"GBM","MIAT",1
"GBM","MICAL2",1
"GBM","MICALL2",1
"GBM","MID1IP1",1
"GBM","MINPP1",1
"GBM","MIR1908",1
"GBM","MLC1",1
"GBM","MLH3",1
"GBM","MMAB",1
"GBM","MORC4",1
"GBM","MOXD1",1
"GBM","MPDU1",1
"GBM","MRC1",1
"GBM","MRO",1
"GBM","MRPL41",1
"GBM","MS4A7",1
"GBM","MTSS1L",1
"GBM","MXRA8",1
"GBM","MYCN",1
"GBM","MYLIP",1
"GBM","MYO18A",1
"GBM","MYSM1",1
"GBM","NAA15",1
"GBM","NAPB",1
"GBM","NAT8L",1
"GBM","NCALD",1
"GBM","NDC80",1
"GBM","NDP",1
"GBM","NDRG4",1
"GBM","NECTIN2",1
"GBM","NETO2",1
"GBM","NFATC1",1
"GBM","NFE2L2",1
"GBM","NFKBIZ",1
"GBM","NID1",1
"GBM","NINL",1
"GBM","NIPSNAP3A",1
"GBM","NLGN1",1
"GBM","NLGN4Y",1
"GBM","NOL4",1
"GBM","NPHP3-ACAD11",1
"GBM","NPIPA5",1
"GBM","NRBP1",1
"GBM","NRN1",1
"GBM","NT5DC2",1
"GBM","NUDT10",1
"GBM","NUDT16",1
"GBM","NUSAP1",1
"GBM","NXPH1",1
"GBM","OCIAD2",1
"GBM","ODF3B",1
"GBM","OLIG1",1
"GBM","OMA1",1
"GBM","P2RY12",1
"GBM","PACRG",1
"GBM","PACRGL",1
"GBM","PALMD",1
"GBM","PAMR1",1
"GBM","PAN2",1
"GBM","PARD3B",1
"GBM","PBK",1
"GBM","PBX1",1
"GBM","PCBD1",1
"GBM","PCBD2",1
"GBM","PCDH9",1
"GBM","PCDHB16",1
"GBM","PCDHGA3",1
"GBM","PCGF1",1
"GBM","PCLO",1
"GBM","PCSK1N",1
"GBM","PCSK5",1
"GBM","PDAP1",1
"GBM","PDE4A",1
"GBM","PDE7B",1
"GBM","PDK2",1
"GBM","PDK4",1
"GBM","PDLIM2",1
"GBM","PDZD2",1
"GBM","PDZRN3",1
"GBM","PER2",1
"GBM","PFKFB2",1
"GBM","PGBD5",1
"GBM","PID1",1
"GBM","PIR",1
"GBM","PITPNC1",1
"GBM","PKDCC",1
"GBM","PKIA",1
"GBM","PLA2G16",1
"GBM","PLAT",1
"GBM","PLCB1",1
"GBM","PLCXD2",1
"GBM","PLEKHA5",1
"GBM","PLEKHA6",1
"GBM","PLEKHF2",1
"GBM","PLEKHH1",1
"GBM","PLIN2",1
"GBM","PLIN5",1
"GBM","PLP2",1
"GBM","PLPPR1",1
"GBM","PLSCR4",1
"GBM","PLXNA2",1
"GBM","PNMA6A",1
"GBM","PNPLA4",1
"GBM","PNRC2",1
"GBM","POLE4",1
"GBM","POMZP3",1
"GBM","PPM1E",1
"GBM","PPP3R1",1
"GBM","PPP5C",1
"GBM","PPP5D1",1
"GBM","PRDM11",1
"GBM","PRELP",1
"GBM","PRIM1",1
"GBM","PRIMA1",1
"GBM","PRKG1",1
"GBM","PRKX",1
"GBM","PRKY",1
"GBM","PRPH",1
"GBM","PRR3",1
"GBM","PRRG1",1
"GBM","PSD3",1
"GBM","PSMD5",1
"GBM","PSPH",1
"GBM","PTK7",1
"GBM","PTP4A3",1
"GBM","PTPRD",1
"GBM","PYGO1",1
"GBM","QTRT1",1
"GBM","RAB11B",1
"GBM","RAB11FIP1",1
"GBM","RAB36",1
"GBM","RAB6B",1
"GBM","RALGPS1",1
"GBM","RAMP2",1
"GBM","RARRES2",1
"GBM","RARRES3",1
"GBM","RASA4B",1
"GBM","RASD1",1
"GBM","RASGRP1",1
"GBM","RASL10A",1
"GBM","RASSF8",1
"GBM","RAVER2",1
"GBM","RBM4",1
"GBM","RCAN2",1
"GBM","REC8",1
"GBM","RGS19",1
"GBM","RGS22",1
"GBM","RGS4",1
"GBM","RHOJ",1
"GBM","RILPL2",1
"GBM","RIT2",1
"GBM","RNASE4",1
"GBM","RNF126",1
"GBM","RNF135",1
"GBM","RNF144A",1
"GBM","RNF149",1
"GBM","RNF175",1
"GBM","RNF43",1
"GBM","ROBO1",1
"GBM","ROBO2",1
"GBM","ROR2",1
"GBM","RRAS2",1
"GBM","RREB1",1
"GBM","RRM2",1
"GBM","RRP7BP",1
"GBM","RUNDC3B",1
"GBM","S100A10",1
"GBM","SAMD1",1
"GBM","SAPCD2",1
"GBM","SATB2",1
"GBM","SBK1",1
"GBM","SCG2",1
"GBM","SCRN2",1
"GBM","SCUBE2",1
"GBM","SDC2",1
"GBM","SDHAF4",1
"GBM","SDPR",1
"GBM","SECISBP2",1
"GBM","SEL1L3",1
"GBM","SELM",1
"GBM","SEPT4",1
"GBM","SERP2",1
"GBM","SERPINE1",1
"GBM","SERPING1",1
"GBM","SERPINH1",1
"GBM","SERTAD1",1
"GBM","SERTAD4",1
"GBM","SESN1",1
"GBM","SETSIP",1
"GBM","SF3A2",1
"GBM","SF3A3",1
"GBM","SFRP1",1
"GBM","SFRP4",1
"GBM","SHROOM2",1
"GBM","SHROOM3",1
"GBM","SHTN1",1
"GBM","SIMC1",1
"GBM","SIN3A",1
"GBM","SIPA1L1",1
"GBM","SKAP2",1
"GBM","SKIDA1",1
"GBM","SLC10A4",1
"GBM","SLC16A14",1
"GBM","SLC16A6",1
"GBM","SLC16A9",1
"GBM","SLC22A23",1
"GBM","SLC25A15",1
"GBM","SLC29A4",1
"GBM","SLC43A3",1
"GBM","SLC44A3",1
"GBM","SLC4A2",1
"GBM","SLC6A1",1
"GBM","SLC6A6",1
"GBM","SLCO1C1",1
"GBM","SMARCB1",1
"GBM","SMARCE1",1
"GBM","SMG1P5",1
"GBM","SMOC2",1
"GBM","SNED1",1
"GBM","SNHG17",1
"GBM","SNPH",1
"GBM","SOCS2",1
"GBM","SORBS2",1
"GBM","SOX9",1
"GBM","SPA17",1
"GBM","SPATA7",1
"GBM","SPATS2",1
"GBM","SPON1",1
"GBM","SPRY4",1
"GBM","SPX",1
"GBM","SRA1",1
"GBM","SREBF2",1
"GBM","SRGAP3",1
"GBM","SRPX",1
"GBM","SRR",1
"GBM","SRSF3",1
"GBM","SSBP3",1
"GBM","SSPN",1
"GBM","ST8SIA4",1
"GBM","STARD13",1
"GBM","STAU2",1
"GBM","STEAP2",1
"GBM","STOM",1
"GBM","STON1",1
"GBM","STPG1",1
"GBM","STX5",1
"GBM","SYBU",1
"GBM","SYNE1",1
"GBM","SYNE2",1
"GBM","SYNE3",1
"GBM","SYNGR3",1
"GBM","SYTL4",1
"GBM","TAGLN2",1
"GBM","TAPT1-AS1",1
"GBM","TC2N",1
"GBM","TCEAL7",1
"GBM","TCF12",1
"GBM","TCF7L1",1
"GBM","TCTEX1D1",1
"GBM","TCTN1",1
"GBM","TDRD9",1
"GBM","TEKT4P2",1
"GBM","TENM1",1
"GBM","TEX9",1
"GBM","TGFB1",1
"GBM","TGFB1I1",1
"GBM","TGIF1",1
"GBM","THSD7A",1
"GBM","TIMM23B",1
"GBM","TJP2",1
"GBM","TLE4",1
"GBM","TMEM107",1
"GBM","TMEM108",1
"GBM","TMEM132B",1
"GBM","TMEM160",1
"GBM","TMEM161B-AS1",1
"GBM","TMEM178B",1
"GBM","TMEM204",1
"GBM","TMEM216",1
"GBM","TMEM98",1
"GBM","TMEM99",1
"GBM","TNC",1
"GBM","TNFRSF11B",1
"GBM","TNFRSF19",1
"GBM","TNFRSF1B",1
"GBM","TNS2",1
"GBM","TOP2A",1
"GBM","TOX",1
"GBM","TOX3",1
"GBM","TPD52L1",1
"GBM","TRAPPC13",1
"GBM","TRIM22",1
"GBM","TRIM36",1
"GBM","TRIP10",1
"GBM","TRIP13",1
"GBM","TRNP1",1
"GBM","TSHZ3",1
"GBM","TST",1
"GBM","TTC9",1
"GBM","TTYH1",1
"GBM","TUBB2B",1
"GBM","TUSC1",1
"GBM","TYRO3",1
"GBM","TYW3",1
"GBM","UBE2C",1
"GBM","UBXN11",1
"GBM","UHRF1",1
"GBM","ULK2",1
"GBM","UPK3BL",1
"GBM","USP51",1
"GBM","USP53",1
"GBM","UTRN",1
"GBM","VAMP1",1
"GBM","VAMP2",1
"GBM","VANGL1",1
"GBM","VCAM1",1
"GBM","VPS37B",1
"GBM","VSTM2L",1
"GBM","VWA1",1
"GBM","VWF",1
"GBM","WDR17",1
"GBM","WDR90",1
"GBM","WEE1",1
"GBM","WIPF3",1
"GBM","WNK3",1
"GBM","WWC1",1
"GBM","WWOX",1
"GBM","XPO7",1
"GBM","ZBTB16",1
"GBM","ZBTB46",1
"GBM","ZBTB6",1
"GBM","ZBTB7C",1
"GBM","ZC3H12B",1
"GBM","ZC4H2",1
"GBM","ZDHHC11B",1
"GBM","ZDHHC13",1
"GBM","ZFHX4",1
"GBM","ZFP69",1
"GBM","ZFR2",1
"GBM","ZFY",1
"GBM","ZNF133",1
"GBM","ZNF136",1
"GBM","ZNF148",1
"GBM","ZNF204P",1
"GBM","ZNF292",1
"GBM","ZNF316",1
"GBM","ZNF404",1
"GBM","ZNF518B",1
"GBM","ZNF521",1
"GBM","ZNF542P",1
"GBM","ZNF687",1
"GBM","ZNF883",1
"GBM","ZYX",1
"MED","ASCL1",19
"MED","LINC00844",18
"MED","LYPD1",18
"MED","TTYH1",16
"MED","COBL",15
"MED","GLIS3",15
"MED","FGFR3",14
"MED","RFX4",14
"MED","KCNJ10",13
"MED","MLC1",13
"MED","NACC2",13
"MED","SALL1",13
"MED","BCAN",12
"MED","ITGB4",12
"MED","BBOX1",11
"MED","CHI3L1",11
"MED","LIX1",11
"MED","BMP7",10
"MED","BMPR1B",10
"MED","CRB1",10
"MED","FAR2P3",10
"MED","LOC101927057",10
"MED","LOC284570",10
"MED","PLEKHB1",10
"MED","S100B",10
"MED","SLC25A18",10
"MED","CX3CR1",9
"MED","FAM181B",9
"MED","GFAP",9
"MED","HEPN1",9
"MED","KCNJ16",9
"MED","LRP4",9
"MED","NEBL",9
"MED","OLIG1",9
"MED","PLP1",9
"MED","SOX2-OT",9
"MED","TPPP3",9
"MED","TRIM47",9
"MED","UST",9
"MED","ALDH1L1",8
"MED","AQP4",8
"MED","BCHE",8
"MED","FIGN",8
"MED","NTRK2",8
"MED","PDLIM3",8
"MED","PMP2",8
"MED","SLC15A2",8
"MED","ARAP2",7
"MED","BHLHE40",7
"MED","C3",7
"MED","COL4A5",7
"MED","EFEMP1",7
"MED","GRIA3",7
"MED","LGI1",7
"MED","LINC00673",7
"MED","MAOB",7
"MED","MEGF10",7
"MED","MFAP3L",7
"MED","MT3",7
"MED","NPAS3",7
"MED","PCDH10",7
"MED","PLA2G16",7
"MED","POU3F2",7
"MED","PPP1R1B",7
"MED","PRUNE2",7
"MED","SATB2",7
"MED","SCRG1",7
"MED","SOX2",7
"MED","SYBU",7
"MED","SYT17",7
"MED","ALCAM",6
"MED","ATP1B2",6
"MED","BHLHE41",6
"MED","C2orf72",6
"MED","CCND1",6
"MED","CSGALNACT1",6
"MED","HSPB8",6
"MED","ITPKB",6
"MED","LOC401317",6
"MED","NOTCH2",6
"MED","PCDH9",6
"MED","PLPP3",6
"MED","PPP1R3C",6
"MED","PSMB8",6
"MED","PTPRZ1",6
"MED","RPS4Y1",6
"MED","SLC22A23",6
"MED","SMOC1",6
"MED","SOX6",6
"MED","SOX8",6
"MED","SYNM",6
"MED","TMEM255A",6
"MED","TRIL",6
"MED","ADCY2",5
"MED","ADCYAP1R1",5
"MED","ALDOC",5
"MED","AQP1",5
"MED","B3GAT2",5
"MED","BAMBI",5
"MED","CD14",5
"MED","CLDN10",5
"MED","FCGBP",5
"MED","FGFR2",5
"MED","FIBIN",5
"MED","FOS",5
"MED","GLDC",5
"MED","GNAL",5
"MED","IGSF11",5
"MED","KAZN",5
"MED","KCNN3",5
"MED","LHFPL3",5
"MED","LMF1",5
"MED","LSAMP",5
"MED","LY6H",5
"MED","MN1",5
"MED","OLIG2",5
"MED","PAQR6",5
"MED","PARP9",5
"MED","PBX3",5
"MED","PSMB9",5
"MED","RHPN2",5
"MED","SAMD4A",5
"MED","SLC2A10",5
"MED","THRB",5
"MED","TNC",5
"MED","ACKR3",4
"MED","ALOX5AP",4
"MED","C8orf46",4
"MED","CCDC80",4
"MED","CD163",4
"MED","CD44",4
"MED","COL11A1",4
"MED","COL6A2",4
"MED","CREB3L2",4
"MED","CXCL16",4
"MED","CXorf57",4
"MED","ECM2",4
"MED","EMP3",4
"MED","EVI2A",4
"MED","FAM129A",4
"MED","FAM20C",4
"MED","GRIA4",4
"MED","HLA-DMA",4
"MED","IFIT3",4
"MED","KANK2",4
"MED","KLHL13",4
"MED","LAMB2",4
"MED","LOC100509457",4
"MED","LOC100996740",4
"MED","LOC101929787",4
"MED","LOC643923",4
"MED","LPAR1",4
"MED","MAP7",4
"MED","MSX1",4
"MED","MT1M",4
"MED","MX1",4
"MED","NAP1L2",4
"MED","NDP",4
"MED","NMI",4
"MED","NPAS2",4
"MED","OSBPL6",4
"MED","PADI2",4
"MED","PARM1",4
"MED","PHGDH",4
"MED","PROM1",4
"MED","RARRES3",4
"MED","RASGEF1A",4
"MED","RSPH1",4
"MED","S100A8",4
"MED","SCG5",4
"MED","SDC4",4
"MED","SNX7",4
"MED","TENM4",4
"MED","TF",4
"MED","VSIG4",4
"MED","ABCA8",3
"MED","AGA",3
"MED","ANXA1",3
"MED","ARNTL",3
"MED","BAALC",3
"MED","BOC",3
"MED","C2CD2",3
"MED","C2orf40",3
"MED","CCDC113",3
"MED","CDKN1C",3
"MED","CHL1",3
"MED","CHRDL1",3
"MED","CHST11",3
"MED","CHST3",3
"MED","CMTM3",3
"MED","CNTN3",3
"MED","COL9A3",3
"MED","CPT1A",3
"MED","DDR2",3
"MED","DDX3Y",3
"MED","DNM3",3
"MED","DOK5",3
"MED","DPP10",3
"MED","DSEL",3
"MED","EFHD1",3
"MED","EGFR",3
"MED","ELFN2",3
"MED","FAIM2",3
"MED","FAM69A",3
"MED","FAT1",3
"MED","FBXO2",3
"MED","FGF1",3
"MED","FUT9",3
"MED","FXYD1",3
"MED","GBP3",3
"MED","GLI3",3
"MED","GPR34",3
"MED","GRAMD3",3
"MED","HES1",3
"MED","IGF2BP3",3
"MED","INS-IGF2",3
"MED","IQCG",3
"MED","JAKMIP2",3
"MED","LOC101930349",3
"MED","LOC728613",3
"MED","LONRF2",3
"MED","MCUB",3
"MED","METRN",3
"MED","MGST1",3
"MED","MSRB3",3
"MED","NALCN",3
"MED","NKAIN4",3
"MED","NME5",3
"MED","NTN1",3
"MED","PIFO",3
"MED","PLP2",3
"MED","PPP1R14C",3
"MED","PRKD1",3
"MED","PSMD5",3
"MED","RALGPS2",3
"MED","RAMP1",3
"MED","RNASE4",3
"MED","RTKN",3
"MED","SEL1L3",3
"MED","SHC1",3
"MED","SLC1A3",3
"MED","SLC35F1",3
"MED","SOX10",3
"MED","SYNDIG1",3
"MED","SYNJ2",3
"MED","THBS2",3
"MED","TLE4",3
"MED","TPPP",3
"MED","TSPYL5",3
"MED","VWA5A",3
"MED","YAP1",3
"MED","ZBTB16",3
"MED","ZC3HAV1",3
"MED","ZDHHC2",3
"MED","AAED1",2
"MED","ABAT",2
"MED","ACSS3",2
"MED","ADAMTS9",2
"MED","AFF3",2
"MED","AGT",2
"MED","AHNAK",2
"MED","AHNAK2",2
"MED","AIF1L",2
"MED","ANGPT2",2
"MED","ANK2",2
"MED","ANOS1",2
"MED","ANXA4",2
"MED","APLNR",2
"MED","ARHGAP29",2
"MED","ARL4C",2
"MED","ASTN2",2
"MED","BTN3A2",2
"MED","C17orf97",2
"MED","C4B_2",2
"MED","CADM2",2
"MED","CAV1",2
"MED","CBS",2
"MED","CD53",2
"MED","CD74",2
"MED","CD93",2
"MED","CDCA7L",2
"MED","CEP126",2
"MED","CHI3L2",2
"MED","CLU",2
"MED","CNTN1",2
"MED","COL9A2",2
"MED","CRTAP",2
"MED","CRYAB",2
"MED","CSPG5",2
"MED","CSRNP3",2
"MED","CTNNA2",2
"MED","CXCL14",2
"MED","CYBRD1",2
"MED","CYP1B1",2
"MED","DCX",2
"MED","DFNA5",2
"MED","DIRAS3",2
"MED","DNALI1",2
"MED","DNER",2
"MED","DOCK10",2
"MED","DZIP1",2
"MED","ELAVL4",2
"MED","EML1",2
"MED","ENDOD1",2
"MED","EPDR1",2
"MED","EPHA4",2
"MED","EPHX1",2
"MED","ERBB4",2
"MED","F3",2
"MED","FABP7",2
"MED","FAM107A",2
"MED","FAM46A",2
"MED","FAS",2
"MED","FAT3",2
"MED","FCGR1B",2
"MED","FEZ1",2
"MED","FGFRL1",2
"MED","FNDC4",2
"MED","FOXG1",2
"MED","FPR1",2
"MED","FRMD5",2
"MED","GAD1",2
"MED","GALNT10",2
"MED","GAS7",2
"MED","GRIA1",2
"MED","GSTT1",2
"MED","HDAC9",2
"MED","HEPH",2
"MED","HES4",2
"MED","HMG20B",2
"MED","HOPX",2
"MED","ID4",2
"MED","IER3",2
"MED","IFI44",2
"MED","IFI44L",2
"MED","IFIT1",2
"MED","IGF2BP2",2
"MED","IGFBP3",2
"MED","ILVBL",2
"MED","IRX1",2
"MED","ISG15",2
"MED","ITPR1",2
"MED","ITPRIPL2",2
"MED","KANK1",2
"MED","KCNA2",2
"MED","KLF4",2
"MED","KLHDC9",2
"MED","LINC00461",2
"MED","LOC101927705",2
"MED","LOC646762",2
"MED","LOC727820",2
"MED","LPL",2
"MED","LRRC34",2
"MED","LRRN2",2
"MED","MAFK",2
"MED","MAML2",2
"MED","MAN2A1",2
"MED","MAP1A",2
"MED","MASP1",2
"MED","MEGF11",2
"MED","MEIS1",2
"MED","MIR1182",2
"MED","MOB3B",2
"MED","MPPED2",2
"MED","MRC2",2
"MED","MTMR11",2
"MED","MYC",2
"MED","NCALD",2
"MED","NECTIN2",2
"MED","NES",2
"MED","NIM1K",2
"MED","NKX2-2",2
"MED","NR2F1-AS1",2
"MED","P2RY12",2
"MED","PARP12",2
"MED","PBX1",2
"MED","PCP4",2
"MED","PCSK1N",2
"MED","PDE8B",2
"MED","PDGFRA",2
"MED","PDLIM1",2
"MED","PDZRN3",2
"MED","PEAK1",2
"MED","PHF11",2
"MED","PLEKHA2",2
"MED","PLEKHG1",2
"MED","PLPP4",2
"MED","POSTN",2
"MED","PPP1R9A",2
"MED","PPP2R2B",2
"MED","PRIMA1",2
"MED","PSD2",2
"MED","PSMD5-AS1",2
"MED","PTRF",2
"MED","RAB31",2
"MED","RARRES2",2
"MED","RMST",2
"MED","RNF26",2
"MED","S100A10",2
"MED","S100A13",2
"MED","SCN3A",2
"MED","SCRN1",2
"MED","SEL1L2",2
"MED","SEMA5A",2
"MED","SERPINA3",2
"MED","SGCE",2
"MED","SIPA1L2",2
"MED","SIRPA",2
"MED","SLC18B1",2
"MED","SLC2A13",2
"MED","SLC2A5",2
"MED","SLC4A4",2
"MED","SMAD3",2
"MED","SNCA",2
"MED","SNCAIP",2
"MED","SOCS3",2
"MED","SORL1",2
"MED","SPATA6",2
"MED","SUSD4",2
"MED","TAP2",2
"MED","TBL1X",2
"MED","TCEAL2",2
"MED","TCEAL7",2
"MED","TCF7L2",2
"MED","TDRD7",2
"MED","TGFB1I1",2
"MED","TGFB2",2
"MED","TIMP1",2
"MED","TMEM150C",2
"MED","TMEM168",2
"MED","TMEM35A",2
"MED","TMEM45A",2
"MED","TNFRSF19",2
"MED","TRIM22",2
"MED","TRIM56",2
"MED","TRPS1",2
"MED","TST",2
"MED","UBE2E2",2
"MED","USP2",2
"MED","VEGFA",2
"MED","WNT5A",2
"MED","ZCCHC24",2
"MED","ACSL1",1
"MED","ACSL6",1
"MED","ADAMTS3",1
"MED","ADGRG1",1
"MED","ADGRL3",1
"MED","ADGRV1",1
"MED","ADM",1
"MED","ADORA1",1
"MED","ALDH5A1",1
"MED","ALOX5",1
"MED","AMFR",1
"MED","AMPH",1
"MED","ANK3",1
"MED","APBB1IP",1
"MED","APC2",1
"MED","APOD",1
"MED","APOE",1
"MED","ARHGAP18",1
"MED","ARHGEF10",1
"MED","ARHGEF26",1
"MED","ARL4A",1
"MED","ASTN1",1
"MED","ASXL3",1
"MED","ATF3",1
"MED","ATP6V1G2",1
"MED","AXL",1
"MED","B3GALNT1",1
"MED","B3GLCT",1
"MED","BACE2",1
"MED","BBOF1",1
"MED","BEND7",1
"MED","BEX2",1
"MED","BEX5",1
"MED","BGN",1
"MED","BRINP3",1
"MED","BST2",1
"MED","BVES",1
"MED","C19orf66",1
"MED","C1orf61",1
"MED","C1QB",1
"MED","C1R",1
"MED","C1S",1
"MED","C2orf80",1
"MED","C3orf70",1
"MED","C8orf34",1
"MED","C8orf44-SGK3",1
"MED","C9orf24",1
"MED","CA2",1
"MED","CAB39L",1
"MED","CACNA1G",1
"MED","CADM3",1
"MED","CALB1",1
"MED","CAP2",1
"MED","CAST",1
"MED","CCDC136",1
"MED","CCL2",1
"MED","CD109",1
"MED","CD55",1
"MED","CD58",1
"MED","CEBPD",1
"MED","CFAP126",1
"MED","CFAP52",1
"MED","CFI",1
"MED","CHN2",1
"MED","CHRM3",1
"MED","CHST6",1
"MED","CLIC1",1
"MED","CNR1",1
"MED","COL27A1",1
"MED","COL6A3",1
"MED","COLGALT2",1
"MED","CPVL",1
"MED","CRISPLD1",1
"MED","CSF1R",1
"MED","CSMD3",1
"MED","CSRP1",1
"MED","CX3CL1",1
"MED","CYB5R1",1
"MED","CYP2U1",1
"MED","CYR61",1
"MED","DENND1B",1
"MED","DGKH",1
"MED","DHRS4-AS1",1
"MED","DIAPH2",1
"MED","DIRAS2",1
"MED","DMRTC1B",1
"MED","DNAJA4",1
"MED","DNMBP",1
"MED","DOCK3",1
"MED","DPY19L2P2",1
"MED","DPYD",1
"MED","DTNA",1
"MED","DTX3L",1
"MED","DYRK4",1
"MED","EDNRB",1
"MED","EFCAB1",1
"MED","EFHC2",1
"MED","EFNB2",1
"MED","EFNB3",1
"MED","EFS",1
"MED","EGR1",1
"MED","ELAVL3",1
"MED","ELL2",1
"MED","ELN",1
"MED","EMP1",1
"MED","ENHO",1
"MED","ENPP2",1
"MED","EPHB1",1
"MED","ERICH3",1
"MED","ESRRG",1
"MED","ETFB",1
"MED","EYA2",1
"MED","EYA4",1
"MED","FABP5",1
"MED","FAM110B",1
"MED","FAM110C",1
"MED","FAM169A",1
"MED","FAM189A2",1
"MED","FAM198B",1
"MED","FAM49A",1
"MED","FAM69C",1
"MED","FAM81B",1
"MED","FAXC",1
"MED","FBLN5",1
"MED","FBXO6",1
"MED","FGF13",1
"MED","FLRT3",1
"MED","FOLR1",1
"MED","FOXJ1",1
"MED","FXYD6",1
"MED","FZD5",1
"MED","FZD7",1
"MED","GABARAPL3",1
"MED","GABBR1",1
"MED","GABBR2",1
"MED","GADD45B",1
"MED","GALNT15",1
"MED","GAREM2",1
"MED","GCA",1
"MED","GFPT2",1
"MED","GLIPR1",1
"MED","GLUD2",1
"MED","GMPR",1
"MED","GNG3",1
"MED","GNG4",1
"MED","GNG7",1
"MED","GPD1L",1
"MED","GPM6B",1
"MED","GPNMB",1
"MED","GPR158",1
"MED","GPR17",1
"MED","GPRC5B",1
"MED","GPX3",1
"MED","GRIA2",1
"MED","GSPT2",1
"MED","HAPLN1",1
"MED","HAS2",1
"MED","HBA2",1
"MED","HBB",1
"MED","HEG1",1
"MED","HENMT1",1
"MED","HERC5",1
"MED","HIST1H2AC",1
"MED","HLA-DPA1",1
"MED","HLA-DPB1",1
"MED","HLA-DRA",1
"MED","HLA-DRB1",1
"MED","HLA-DRB4",1
"MED","HMBOX1",1
"MED","HMP19",1
"MED","HNMT",1
"MED","HRH1",1
"MED","HS3ST3B1",1
"MED","HSPA12A",1
"MED","HSPA2",1
"MED","HYLS1",1
"MED","ID1",1
"MED","ID2",1
"MED","ID2B",1
"MED","IGDCC4",1
"MED","IGK",1
"MED","IL13RA2",1
"MED","IL17D",1
"MED","IL17RB",1
"MED","IL1R1",1
"MED","IMPACT",1
"MED","INHBB",1
"MED","JAM2",1
"MED","KCND2",1
"MED","KCND3",1
"MED","KCNQ2",1
"MED","KCNT2",1
"MED","KIAA2022",1
"MED","KIF5A",1
"MED","KLF3",1
"MED","KLF9",1
"MED","L1CAM",1
"MED","LAMA4",1
"MED","LATS2",1
"MED","LDB2",1
"MED","LFNG",1
"MED","LGALS3",1
"MED","LINC00116",1
"MED","LINC01088",1
"MED","LINC01138",1
"MED","LMO3",1
"MED","LOC100129129",1
"MED","LOC100288911",1
"MED","LOC100506558",1
"MED","LOC100507353",1
"MED","LOC100507855",1
"MED","LOC100996693",1
"MED","LOC100996735",1
"MED","LOC100996809",1
"MED","LOC101928916",1
"MED","LOC101930489",1
