"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-112316","Neuronal System","189/2535","408/11230",0.463235294117647,2.05212321615037,11.6887387006429,3.36639301917143e-27,5.55454848163286e-24,4.84760594760686e-24,"GLS2/SLC32A1/CAMK2A/GABRA4/KCNAB2/GAD2/CACNG3/KCNH3/DLG2/KCNJ9/PPFIA3/KCNV1/SYN2/SHANK1/PANX2/GABRA1/AKAP5/NEFL/DLG4/GABRB2/GNAI3/SYT12/KCNC4/PRKCG/RIMS1/RAB3A/CAMKK2/GRIN1/SHANK3/SYN1/KCNN1/STX1A/DNAJC5/RASGRF2/CAMK2B/STXBP1/CAMK4/GNB5/CACNB4/CALM3/SYT2/NRGN/KCNQ3/CPLX1/KCNJ6/GABRA2/HCN2/NPTN/GABRG2/APBA1/NRXN3/LIN7B/TUBA4A/IL1RAPL1/CAMK2G/SYT1/KCNC3/SLC17A7/PRKACB/ADCY5/RTN3/EPB41L1/PPFIA4/TUBB4A/CACNA1B/CAMKK1/KCNA1/KCNK9/CACNG8/CACNA2D3/PRKCB/PICK1/CACNB3/GNG5/HOMER1/CACNB2/GABRB1/GABBR1/CACNG2/TUBB2A/BEGAIN/KCNG3/GRM5/KCNA2/SLITRK4/KCNAB1/CHRNA3/HCN1/PPFIA2/CAMK1/CACNA1E/SNAP25/DLG1/PLCB1/KCNJ3/SHANK2/ADCY1/GNG3/KCNB1/KCNK1/ARHGEF9/SLC1A6/NRG1/LRFN1/SLC1A2/SLC6A1/DLGAP1/GAD1/KCNC1/ABCC8/GRIN2C/DLG3/KCNQ2/CACNB1/GNG12/GNG7/KCNK3/KCNMB4/SLITRK1/TSPOAP1/GRIN2A/PPM1E/GLS/VAMP2/GRM1/GABRB3/KCNJ4/GABBR2/SLITRK5/LIN7A/PRKAR1B/GNG13/LRRTM1/NRXN2/NRXN1/PRKAA2/ACTN2/LRRTM2/TSPAN7/PTPRD/SIPA1L1/GLRB/KCNN2/KCNQ5/PRKAR2B/GABRA5/PRKX/ADCY9/APBA2/KCNK10/SLITRK3/SLC1A1/RPS6KA2/EPB41L3/GRIA4/TUBB6/GABRA6/GNAL/RPS6KA6/KCNQ4/KCNJ8/ALDH2/NLGN4Y/GRIK2/KCNS3/GRIA2/SLC6A11/NBEA/GNAI1/GRIA3/IL1RAP/CACNA2D1/CACNA2D2/KCND3/GRIA1/KCNF1/KCNJ16/ADCY8/KCNMB1/NCALD/ERBB4/ADCY2/KCNJ2/KCNMB2/PRKCA/MAOA/SYT9/ABAT/CACNG4",189
"R-HSA-112315","Transmission across Chemical Synapses","128/2535","271/11230",0.472324723247232,2.09238920791575,9.82881843404662,1.31023818788743e-19,1.08094650500713e-16,9.43371495278948e-17,"GLS2/SLC32A1/CAMK2A/GABRA4/GAD2/CACNG3/DLG2/KCNJ9/PPFIA3/SYN2/GABRA1/AKAP5/NEFL/DLG4/GABRB2/GNAI3/PRKCG/RIMS1/RAB3A/CAMKK2/GRIN1/SYN1/STX1A/DNAJC5/RASGRF2/CAMK2B/STXBP1/CAMK4/GNB5/CACNB4/CALM3/NRGN/CPLX1/KCNJ6/GABRA2/NPTN/GABRG2/APBA1/LIN7B/TUBA4A/CAMK2G/SYT1/SLC17A7/PRKACB/ADCY5/EPB41L1/PPFIA4/TUBB4A/CACNA1B/CAMKK1/CACNG8/CACNA2D3/PRKCB/PICK1/CACNB3/GNG5/CACNB2/GABRB1/GABBR1/CACNG2/TUBB2A/CHRNA3/PPFIA2/CAMK1/CACNA1E/SNAP25/DLG1/PLCB1/KCNJ3/ADCY1/GNG3/ARHGEF9/SLC1A6/NRG1/SLC1A2/SLC6A1/GAD1/GRIN2C/DLG3/CACNB1/GNG12/GNG7/TSPOAP1/GRIN2A/PPM1E/GLS/VAMP2/GABRB3/KCNJ4/GABBR2/LIN7A/PRKAR1B/GNG13/PRKAA2/ACTN2/TSPAN7/GLRB/PRKAR2B/GABRA5/PRKX/ADCY9/SLC1A1/RPS6KA2/GRIA4/TUBB6/GABRA6/GNAL/RPS6KA6/ALDH2/GRIK2/GRIA2/SLC6A11/NBEA/GNAI1/GRIA3/CACNA2D1/CACNA2D2/GRIA1/KCNJ16/ADCY8/NCALD/ERBB4/ADCY2/KCNJ2/PRKCA/MAOA/ABAT/CACNG4",128
"R-HSA-6794362","Protein-protein interactions at synapses","49/2535","83/11230",0.590361445783133,2.6152895606093,7.97508207940553,7.66638362238908e-13,4.21651099231399e-10,3.67986413874676e-10,"DLG2/PPFIA3/SHANK1/DLG4/SYT12/GRIN1/SHANK3/STX1A/STXBP1/SYT2/APBA1/NRXN3/LIN7B/IL1RAPL1/SYT1/RTN3/EPB41L1/PPFIA4/HOMER1/BEGAIN/GRM5/SLITRK4/PPFIA2/DLG1/SHANK2/LRFN1/DLGAP1/GRIN2C/DLG3/SLITRK1/GRIN2A/GRM1/SLITRK5/LIN7A/LRRTM1/NRXN2/NRXN1/LRRTM2/PTPRD/SIPA1L1/APBA2/SLITRK3/EPB41L3/GRIA4/NLGN4Y/GRIA3/IL1RAP/GRIA1/SYT9",49
"R-HSA-112314","Neurotransmitter receptors and postsynaptic signal transmission","90/2535","206/11230",0.436893203883495,1.93542827598093,7.31643015507787,9.26126440515077e-12,3.82027156712469e-09,3.33405518585428e-09,"CAMK2A/GABRA4/CACNG3/DLG2/KCNJ9/GABRA1/AKAP5/NEFL/DLG4/GABRB2/GNAI3/PRKCG/CAMKK2/GRIN1/RASGRF2/CAMK2B/CAMK4/GNB5/CALM3/NRGN/KCNJ6/GABRA2/NPTN/GABRG2/APBA1/LIN7B/TUBA4A/CAMK2G/PRKACB/ADCY5/EPB41L1/TUBB4A/CAMKK1/CACNG8/PRKCB/PICK1/GNG5/GABRB1/GABBR1/CACNG2/TUBB2A/CHRNA3/CAMK1/DLG1/PLCB1/KCNJ3/ADCY1/GNG3/ARHGEF9/NRG1/GRIN2C/DLG3/GNG12/GNG7/GRIN2A/PPM1E/GABRB3/KCNJ4/GABBR2/LIN7A/PRKAR1B/GNG13/PRKAA2/ACTN2/TSPAN7/GLRB/PRKAR2B/GABRA5/PRKX/ADCY9/RPS6KA2/GRIA4/TUBB6/GABRA6/GNAL/RPS6KA6/GRIK2/GRIA2/NBEA/GNAI1/GRIA3/GRIA1/KCNJ16/ADCY8/NCALD/ERBB4/ADCY2/KCNJ2/PRKCA/CACNG4",90
"R-HSA-5682910","LGI-ADAM interactions","14/2535","14/11230",1,4.42998027613412,6.93364128971278,8.67516460838971e-10,2.8628043207686e-07,2.49844740721624e-07,"LGI3/CACNG3/STX1B/ADAM11/DLG4/STX1A/CACNG8/ADAM22/CACNG2/LGI2/LGI4/ADAM23/LGI1/CACNG4",14
"R-HSA-6794361","Neurexins and neuroligins","33/2535","54/11230",0.611111111111111,2.70721016874863,6.78993163920293,1.228968609774e-09,3.37966367687849e-07,2.9495246634576e-07,"DLG2/SHANK1/DLG4/SYT12/GRIN1/SHANK3/STX1A/STXBP1/SYT2/APBA1/NRXN3/LIN7B/SYT1/EPB41L1/HOMER1/BEGAIN/GRM5/SHANK2/DLGAP1/GRIN2C/DLG3/GRIN2A/GRM1/LIN7A/LRRTM1/NRXN2/NRXN1/LRRTM2/SIPA1L1/APBA2/EPB41L3/NLGN4Y/SYT9",33
"R-HSA-112310","Neurotransmitter release cycle","31/2535","51/11230",0.607843137254902,2.6927331090227,6.54179346201881,4.71570810726919e-09,1.11155976814202e-06,9.70088524923947e-07,"GLS2/SLC32A1/GAD2/PPFIA3/SYN2/RIMS1/RAB3A/SYN1/STX1A/DNAJC5/STXBP1/CPLX1/APBA1/LIN7B/SYT1/SLC17A7/PPFIA4/PPFIA2/SNAP25/SLC1A6/SLC1A2/SLC6A1/GAD1/TSPOAP1/GLS/VAMP2/LIN7A/SLC1A1/SLC6A11/MAOA/ABAT",31
"R-HSA-9013149","RAC1 GTPase cycle","76/2535","185/11230",0.410810810810811,1.81988378911456,6.07127679539839,1.09053142734525e-08,2.24922106889957e-06,1.96295656922145e-06,"ARHGAP44/PAK1/RASGRF2/PAK6/ITGB1/CHN1/GNA13/LBR/IQGAP2/CDC42BPA/CYFIP2/PARD6A/ARHGAP17/TIAM2/ARHGAP26/DOCK3/PAK2/DOCK9/ARHGAP42/VANGL1/PKN2/MCF2/MPP7/ARHGAP32/IQGAP1/PAK3/CHN2/MCF2L/ARHGEF25/TMPO/BAIAP2/ARHGAP23/WIPF3/NOXA1/PAK5/ARHGAP12/WASF2/WASF1/TIAM1/WASF3/SPATA13/ARHGAP20/DOCK7/MYO9B/SWAP70/SRGAP3/JAG1/DOCK4/FMNL1/CYBA/PLEKHG4/CDC42/KALRN/DIAPH3/IQGAP3/CAV1/BCR/ARAP1/RACGAP1/TAGAP/ECT2/NCKAP1L/ABR/NGEF/DOCK5/ARHGAP25/ARAP3/ARAP2/ARHGEF6/ARHGAP33/DEPDC1B/VRK2/DOCK11/DOCK8/NCF2/SRGAP1",76
"R-HSA-977443","GABA receptor activation","33/2535","60/11230",0.55,2.43648915187377,6.02387732320746,4.83237498113777e-08,8.85935413208591e-06,7.73179996982043e-06,"GABRA4/KCNJ9/GABRA1/GABRB2/GNAI3/GNB5/KCNJ6/GABRA2/NPTN/GABRG2/ADCY5/GNG5/GABRB1/GABBR1/KCNJ3/ADCY1/GNG3/ARHGEF9/GNG12/GNG7/GABRB3/KCNJ4/GABBR2/GNG13/GABRA5/ADCY9/GABRA6/GNAL/GNAI1/KCNJ16/ADCY8/ADCY2/KCNJ2",33
"R-HSA-210500","Glutamate Neurotransmitter Release Cycle","18/2535","24/11230",0.75,3.32248520710059,6.149757599434,7.10533749672847e-08,1.06580062450927e-05,9.30153272299e-06,"GLS2/PPFIA3/RIMS1/RAB3A/STX1A/STXBP1/CPLX1/SYT1/SLC17A7/PPFIA4/PPFIA2/SNAP25/SLC1A6/SLC1A2/TSPOAP1/GLS/VAMP2/SLC1A1",18
"R-HSA-9620244","Long-term potentiation","18/2535","24/11230",0.75,3.32248520710059,6.149757599434,7.10533749672847e-08,1.06580062450927e-05,9.30153272299e-06,"CAMK2A/DLG2/NEFL/DLG4/GRIN1/CAMK2B/CALM3/NRGN/CAMK2G/DLG1/NRG1/GRIN2C/DLG3/GRIN2A/ACTN2/GRIA2/GRIA1/ERBB4",18
"R-HSA-438066","Unblocking of NMDA receptors, glutamate binding and activation","17/2535","22/11230",0.772727272727273,3.42316657701273,6.14264304749817,7.88672142107564e-08,1.0844241953979e-05,9.46406570529077e-06,"CAMK2A/DLG2/NEFL/DLG4/GRIN1/CAMK2B/CALM3/CAMK2G/DLG1/GRIN2C/DLG3/GRIN2A/ACTN2/GRIA4/GRIA2/GRIA3/GRIA1",17
"R-HSA-9013148","CDC42 GTPase cycle","64/2535","156/11230",0.41025641025641,1.81742780559349,5.55116550452743,1.64650945809786e-07,2.08980046604728e-05,1.82382586127763e-05,"ARHGDIG/ARHGAP44/PAK1/RASGRF2/PAK6/CHN1/GNA13/LBR/IQGAP2/CDC42BPA/ARFGAP3/PARD6A/ARHGAP17/ARHGAP26/PAK2/DOCK9/ARHGAP42/VANGL1/MCF2/FMNL3/ARHGAP32/STEAP3/IQGAP1/PAK3/ARHGEF9/MCF2L/ARHGEF25/TMPO/BAIAP2/WIPF3/SYDE1/PAK5/SCRIB/TIAM1/SPATA13/ARHGAP20/KCTD3/DOCK7/MYO9B/SRGAP3/FMNL1/CPNE8/PLEKHG4/CDC42/DIAPH3/IQGAP3/CAV1/BCR/ARAP1/RACGAP1/TAGAP/ECT2/FNBP1L/ABR/NGEF/ARAP3/ARAP2/ARHGEF6/ARHGAP33/PLEKHG4B/DEPDC1B/DOCK11/DOCK8/SRGAP1",64
"R-HSA-212676","Dopamine Neurotransmitter Release Cycle","17/2535","23/11230",0.739130434782609,3.27433324757739,5.89519346123547,2.38460357309709e-07,2.63564498644452e-05,2.30019926089703e-05,"PPFIA3/SYN2/RIMS1/RAB3A/SYN1/STX1A/STXBP1/CPLX1/APBA1/LIN7B/SYT1/PPFIA4/PPFIA2/SNAP25/TSPOAP1/VAMP2/LIN7A",17
"R-HSA-111885","Opioid Signalling","43/2535","92/11230",0.467391304347826,2.07053425949747,5.56692803004263,2.52347837168379e-07,2.63564498644452e-05,2.30019926089703e-05,"CAMK2A/GNAI3/PRKCG/CAMKK2/PPP3CA/CAMK2B/CAMK4/GNB5/CALM3/PPP3CB/CAMK2G/ITPR1/PDE1A/PRKACB/ADCY5/CAMKK1/CDK5/PDE1B/GNG5/PLCB1/ADCY1/GNG3/PPP3R1/PDYN/PDE4A/GNG12/GNG7/PLCB4/AHCYL1/PRKAR1B/GNG13/PRKAR2B/PRKX/ADCY9/GNAL/PDE1C/NBEA/GNAI1/GNA14/PPP1R1B/ADCY8/ADCY2/PRKCA",43
"R-HSA-1474244","Extracellular matrix organization","111/2535","318/11230",0.349056603773585,1.54631386997134,5.33615378928493,2.55577695655226e-07,2.63564498644452e-05,2.30019926089703e-05,"PRSS2/ICAM5/DTNB/NID2/TLL2/ITGB1/PPIB/SPOCK3/FBN2/HSPG2/LTBP3/COL3A1/SERPINH1/SPARC/MFAP2/P4HB/NID1/CD151/CAPN2/COL6A1/COL1A1/LOXL1/LOX/PXDN/ICAM2/PLOD3/COL1A2/BGN/LOXL3/COL4A1/LAMC1/VCAN/COL6A2/NCSTN/COL4A2/COL5A1/PCOLCE/ADAM12/ITGA4/DRP2/ADAMTS8/FN1/TIMP1/P4HA1/LOXL2/LAMA4/ELN/EMILIN1/MFAP4/TNC/PLOD1/FBN1/EFEMP2/A2M/ADAM9/P3H1/NRXN1/CAPN3/VCAM1/COL24A1/SERPINE1/LAMA2/CD44/COL4A6/P3H2/ITGB8/LAMB2/BMP2/LAMA1/TGFB1/SNTA1/SCUBE3/COL6A3/CTSK/SDC4/ITGA1/ICAM1/EMILIN3/COL18A1/COL8A2/KDR/ITGA2/PCOLCE2/COL5A2/LUM/ACTA2/COL22A1/COL8A1/PLOD2/MMP9/ITGA5/CTSS/ACTG2/CRTAP/MMP19/FBLN5/ACTC1/IBSP/SDC1/COL28A1/MMP2/LTBP2/ITGB2/ADAMTS2/FBN3/COL21A1/PRKCA/ADAMTS18/COL23A1/ADAM19/ACAN",111
"R-HSA-888590","GABA synthesis, release, reuptake and degradation","15/2535","19/11230",0.789473684210526,3.49735284957957,5.88246377867234,2.9386424991772e-07,2.8051570045763e-05,2.44813702217568e-05,"SLC32A1/GAD2/RIMS1/RAB3A/STX1A/DNAJC5/STXBP1/CPLX1/SYT1/SNAP25/SLC6A1/GAD1/VAMP2/SLC6A11/ABAT",15
"R-HSA-373760","L1CAM interactions","52/2535","120/11230",0.433333333333333,1.91965811965812,5.46870797164221,3.0601712777196e-07,2.8051570045763e-05,2.44813702217568e-05,"SPTB/SCN2B/SCN1B/PAK1/SPTBN4/DLG4/SCN8A/RDX/KIF4A/ITGB1/KCNQ3/DNM1/TUBA4A/SCN3B/TUBB4A/SCN2A/CNTNAP1/MAP2K1/RPS6KA4/SPTBN2/TUBB2A/DNM3/SH3GL2/ANK3/DLG1/NRP1/ANK1/SCN4B/LAMC1/ANK2/DLG3/SHTN1/KCNQ2/MSN/CNTN6/CNTN2/SCN1A/DNM2/L1CAM/LAMA1/SPTAN1/RPS6KA2/TUBB6/ITGA1/RPS6KA6/ITGA2/ITGA5/NFASC/NRCAM/GAP43/SCN3A/ALCAM",52
"R-HSA-168799","Neurotoxicity of clostridium toxins","10/2535","10/11230",1,4.42998027613412,5.8589517810025,3.38847135681177e-07,2.94261986249443e-05,2.56810460726786e-05,"STX1B/STX1A/SYT2/SV2B/SYT1/VAMP1/SV2A/SNAP25/SV2C/VAMP2",10
"R-HSA-112040","G-protein mediated events","30/2535","56/11230",0.535714285714286,2.37320371935757,5.56223560342153,4.2455197401776e-07,3.50255378564652e-05,3.05677421292787e-05,"CAMK2A/GNAI3/PRKCG/CAMKK2/CAMK2B/CAMK4/CALM3/CAMK2G/ITPR1/PDE1A/PRKACB/ADCY5/CAMKK1/PDE1B/PLCB1/ADCY1/PLCB4/AHCYL1/PRKAR1B/PRKAR2B/PRKX/ADCY9/GNAL/PDE1C/NBEA/GNAI1/GNA14/ADCY8/ADCY2/PRKCA",30
"R-HSA-1489509","DAG and IP3 signaling","25/2535","43/11230",0.581395348837209,2.57556992798495,5.58907350645776,4.95015763530342e-07,3.88940957059555e-05,3.39439380706521e-05,"CAMK2A/PRKCE/PRKCG/CAMKK2/CAMK2B/CAMK4/CALM3/CAMK2G/ITPR1/PDE1A/PRKACB/ADCY5/CAMKK1/PDE1B/ADCY1/AHCYL1/PRKAR1B/PRKAR2B/PRKX/ADCY9/PDE1C/NBEA/ADCY8/ADCY2/PRKCA",25
"R-HSA-442755","Activation of NMDA receptors and postsynaptic events","43/2535","94/11230",0.457446808510638,2.02648033908263,5.39603403994796,5.31124029187042e-07,3.98343021890281e-05,3.47644819104246e-05,"CAMK2A/DLG2/NEFL/DLG4/CAMKK2/GRIN1/RASGRF2/CAMK2B/CAMK4/CALM3/NRGN/APBA1/LIN7B/TUBA4A/CAMK2G/PRKACB/TUBB4A/CAMKK1/TUBB2A/CAMK1/DLG1/ADCY1/NRG1/GRIN2C/DLG3/GRIN2A/PPM1E/LIN7A/PRKAR1B/PRKAA2/ACTN2/PRKAR2B/PRKX/RPS6KA2/GRIA4/TUBB6/RPS6KA6/GRIA2/NBEA/GRIA3/GRIA1/ADCY8/ERBB4",43
"R-HSA-399719","Trafficking of AMPA receptors","20/2535","31/11230",0.645161290322581,2.85805179105427,5.59337284261885,6.75815941191955e-07,4.4603852118669e-05,3.89269982126566e-05,"CAMK2A/CACNG3/AKAP5/DLG4/PRKCG/CAMK2B/CAMK2G/EPB41L1/CACNG8/PRKCB/PICK1/CACNG2/DLG1/TSPAN7/GRIA4/GRIA2/GRIA3/GRIA1/PRKCA/CACNG4",20
"R-HSA-399721","Glutamate binding, activation of AMPA receptors and synaptic plasticity","20/2535","31/11230",0.645161290322581,2.85805179105427,5.59337284261885,6.75815941191955e-07,4.4603852118669e-05,3.89269982126566e-05,"CAMK2A/CACNG3/AKAP5/DLG4/PRKCG/CAMK2B/CAMK2G/EPB41L1/CACNG8/PRKCB/PICK1/CACNG2/DLG1/TSPAN7/GRIA4/GRIA2/GRIA3/GRIA1/PRKCA/CACNG4",20
"R-HSA-445095","Interaction between L1 and Ankyrins","20/2535","31/11230",0.645161290322581,2.85805179105427,5.59337284261885,6.75815941191955e-07,4.4603852118669e-05,3.89269982126566e-05,"SPTB/SCN2B/SCN1B/SPTBN4/SCN8A/KCNQ3/SCN3B/SCN2A/SPTBN2/ANK3/ANK1/SCN4B/ANK2/KCNQ2/SCN1A/L1CAM/SPTAN1/NFASC/NRCAM/SCN3A",20
"R-HSA-112308","Presynaptic depolarization and calcium channel opening","11/2535","12/11230",0.916666666666667,4.06081525312295,5.72789108984881,7.26356157456571e-07,4.60956792232054e-05,4.02289564129793e-05,"CACNB4/CACNA1B/CACNA2D3/CACNB3/CACNB2/CACNG2/CACNA1E/CACNB1/CACNA2D1/CACNA2D2/CACNG4",11
"R-HSA-1474290","Collagen formation","41/2535","89/11230",0.460674157303371,2.04077743057864,5.3224980586212,7.71173898144757e-07,4.64921972968642e-05,4.05750085499905e-05,"TLL2/PPIB/COL3A1/SERPINH1/P4HB/CD151/COL6A1/COL1A1/LOXL1/LOX/PXDN/PLOD3/COL1A2/LOXL3/COL4A1/COL6A2/COL4A2/COL5A1/PCOLCE/P4HA1/LOXL2/PLOD1/P3H1/COL24A1/COL4A6/P3H2/COL6A3/COL18A1/COL8A2/PCOLCE2/COL5A2/COL22A1/COL8A1/PLOD2/MMP9/CTSS/CRTAP/COL28A1/ADAMTS2/COL21A1/COL23A1",41
"R-HSA-9617324","Negative regulation of NMDA receptor-mediated neuronal transmission","16/2535","22/11230",0.727272727272727,3.22180383718845,5.63219550107665,7.88958499583149e-07,4.64921972968642e-05,4.05750085499905e-05,"CAMK2A/DLG2/NEFL/DLG4/GRIN1/CAMK2B/CAMK4/CALM3/CAMK2G/CAMK1/DLG1/GRIN2C/DLG3/GRIN2A/PPM1E/ACTN2",16
"R-HSA-181429","Serotonin Neurotransmitter Release Cycle","14/2535","18/11230",0.777777777777778,3.44554021477098,5.60653123978515,1.03696000166022e-06,5.89994483703226e-05,5.14904276686452e-05,"PPFIA3/SYN2/RIMS1/RAB3A/SYN1/STX1A/STXBP1/CPLX1/SYT1/PPFIA4/PPFIA2/SNAP25/TSPOAP1/VAMP2",14
"R-HSA-422356","Regulation of insulin secretion","37/2535","78/11230",0.474358974358974,2.10140090021747,5.27036966331367,1.08930769928425e-06,5.99119234606339e-05,5.22867695656441e-05,"SYT5/AKAP5/STX1A/STXBP1/GNB5/ITPR1/PRKACB/ADCY5/CACNB3/GNG5/CACNB2/RAPGEF4/ADRA2A/CACNA1E/SNAP25/PLCB1/IQGAP1/GNG3/KCNB1/ABCC8/CACNA1D/ACSL3/GNG12/GNG7/VAMP2/AHCYL1/PRKAR1B/GNG13/PRKAR2B/CHRM3/KCNS3/GNAI1/GNA14/CACNA2D2/ADCY8/CD36/PRKCA",37
"R-HSA-69190","DNA strand elongation","20/2535","32/11230",0.625,2.76873767258383,5.40994578835485,1.41969008082709e-06,6.7499970907832e-05,5.89090655195624e-05,"MCM5/MCM2/RFC1/POLA1/MCM3/POLD3/GINS3/GINS2/POLD1/PCNA/RFC2/MCM7/MCM4/RFC5/PRIM2/RFC3/LIG1/RFC4/MCM8/PRIM1",20
"R-HSA-111933","Calmodulin induced events","22/2535","37/11230",0.594594594594595,2.63404232635002,5.37546008684757,1.42357210700585e-06,6.7499970907832e-05,5.89090655195624e-05,"CAMK2A/PRKCG/CAMKK2/CAMK2B/CAMK4/CALM3/CAMK2G/PDE1A/PRKACB/ADCY5/CAMKK1/PDE1B/ADCY1/PRKAR1B/PRKAR2B/PRKX/ADCY9/PDE1C/NBEA/ADCY8/ADCY2/PRKCA",22
"R-HSA-111997","CaM pathway","22/2535","37/11230",0.594594594594595,2.63404232635002,5.37546008684757,1.42357210700585e-06,6.7499970907832e-05,5.89090655195624e-05,"CAMK2A/PRKCG/CAMKK2/CAMK2B/CAMK4/CALM3/CAMK2G/PDE1A/PRKACB/ADCY5/CAMKK1/PDE1B/ADCY1/PRKAR1B/PRKAR2B/PRKX/ADCY9/PDE1C/NBEA/ADCY8/ADCY2/PRKCA",22
"R-HSA-1650814","Collagen biosynthesis and modifying enzymes","33/2535","67/11230",0.492537313432836,2.18193058376755,5.2391838562341,1.42923335692813e-06,6.7499970907832e-05,5.89090655195624e-05,"TLL2/PPIB/COL3A1/SERPINH1/P4HB/COL6A1/COL1A1/PLOD3/COL1A2/COL4A1/COL6A2/COL4A2/COL5A1/PCOLCE/P4HA1/PLOD1/P3H1/COL24A1/COL4A6/P3H2/COL6A3/COL18A1/COL8A2/PCOLCE2/COL5A2/COL22A1/COL8A1/PLOD2/CRTAP/COL28A1/ADAMTS2/COL21A1/COL23A1",33
"R-HSA-1296071","Potassium Channels","45/2535","103/11230",0.436893203883495,1.93542827598093,5.14949678655068,1.43181756471159e-06,6.7499970907832e-05,5.89090655195624e-05,"KCNAB2/KCNH3/KCNJ9/KCNV1/KCNC4/KCNN1/GNB5/KCNQ3/KCNJ6/HCN2/KCNC3/KCNA1/KCNK9/GNG5/GABBR1/KCNG3/KCNA2/KCNAB1/HCN1/KCNJ3/GNG3/KCNB1/KCNK1/KCNC1/ABCC8/KCNQ2/GNG12/GNG7/KCNK3/KCNMB4/KCNJ4/GABBR2/GNG13/KCNN2/KCNQ5/KCNK10/KCNQ4/KCNJ8/KCNS3/KCND3/KCNF1/KCNJ16/KCNMB1/KCNJ2/KCNMB2",45
"R-HSA-112043","PLC beta mediated events","27/2535","51/11230",0.529411764705882,2.34528367560042,5.19902866358209,2.17347492021742e-06,9.96176005099653e-05,8.6938996808697e-05,"CAMK2A/PRKCG/CAMKK2/CAMK2B/CAMK4/CALM3/CAMK2G/ITPR1/PDE1A/PRKACB/ADCY5/CAMKK1/PDE1B/PLCB1/ADCY1/PLCB4/AHCYL1/PRKAR1B/PRKAR2B/PRKX/ADCY9/PDE1C/NBEA/GNA14/ADCY8/ADCY2/PRKCA",27
"R-HSA-397014","Muscle contraction","75/2535","205/11230",0.365853658536585,1.62072449126858,4.84296401689388,3.18323819293744e-06,0.000141955216712075,0.000123888189130538,"CAMK2A/RYR2/SCN2B/SCN1B/PAK1/ATP2B3/SCN8A/VIM/SLC8A2/CAMK2B/KCNK12/CALM3/FXYD7/ATP2B2/CAMK2G/ITPR1/SCN3B/SCN2A/KCNK9/CACNG8/MYBPC1/FGF12/CACNB2/CASQ1/PAK2/TCAP/CACNA1I/KCNIP2/FKBP1B/KCNIP4/KCNK1/PXN/SCN4B/TMOD2/NPPA/CACNB1/ANXA2/KCNK3/ATP1A1/ANXA1/RYR1/SCN1A/FGF13/KCNJ4/ATP1B1/SLC8A3/TMOD3/MYH11/NOS1/AHCYL1/SLN/CALD1/CACNA1G/TNNT1/WWTR1/FXYD1/FGF14/ACTN2/TLN1/KCNK10/ITGA1/KCNE4/ACTA2/ALDH2/PDE5A/CACNA2D2/ACTG2/TPM4/KCND3/ATP1B2/ACTC1/ATP1A2/KCNJ2/SCN3A/CACNG4",75
"R-HSA-68877","Mitotic Prometaphase","75/2535","206/11230",0.364077669902913,1.61285689665077,4.79344573446974,3.91648451177109e-06,0.000170057880116376,0.000148414149919746,"NEDD1/NUP37/SMC1A/CDK1/NDEL1/HAUS1/CEP135/MAPRE1/TUBG2/NUP107/NUP160/SMC4/PPP2R5B/TUBA4A/MIS12/YWHAG/NDC80/CENPQ/CENPH/CNTRL/TUBB4A/CENPU/BUB1B/DYNC1I1/CCNB2/CENPF/ODF2/RANGAP1/TUBB2A/CEP192/NCAPD2/KNTC1/SMC3/DYNC1LI1/SGO2/BIRC5/NUF2/MZT1/NCAPG/SPDL1/CENPK/KNL1/CEP57/MAD2L1/STAG1/ALMS1/NUP85/KIF18A/ZWINT/BUB1/KIF2C/NINL/RCC2/CCNB1/CENPL/CDC20/CEP152/AURKB/NDE1/SPC25/PRKAR2B/EML4/SMC2/PPP2R5A/PLK4/CDCA8/TUBB6/CENPM/ERCC6L/CENPE/CENPI/NCAPH/CETN2/NME7/CDCA5",75
"R-HSA-2500257","Resolution of Sister Chromatid Cohesion","52/2535","129/11230",0.403100775193798,1.7857284834029,4.84630820973225,4.30546388174575e-06,0.000182154241150782,0.000158970974095228,"NUP37/SMC1A/CDK1/NDEL1/MAPRE1/NUP107/NUP160/PPP2R5B/TUBA4A/MIS12/NDC80/CENPQ/CENPH/TUBB4A/CENPU/BUB1B/DYNC1I1/CCNB2/CENPF/RANGAP1/TUBB2A/KNTC1/SMC3/DYNC1LI1/SGO2/BIRC5/NUF2/SPDL1/CENPK/KNL1/MAD2L1/STAG1/NUP85/KIF18A/ZWINT/BUB1/KIF2C/RCC2/CCNB1/CENPL/CDC20/AURKB/NDE1/SPC25/PPP2R5A/CDCA8/TUBB6/CENPM/ERCC6L/CENPE/CENPI/CDCA5",52
"R-HSA-111996","Ca-dependent events","22/2535","39/11230",0.564102564102564,2.49896323269104,5.06306573083011,4.80738137683177e-06,0.000198304481794311,0.000173065729565944,"CAMK2A/PRKCG/CAMKK2/CAMK2B/CAMK4/CALM3/CAMK2G/PDE1A/PRKACB/ADCY5/CAMKK1/PDE1B/ADCY1/PRKAR1B/PRKAR2B/PRKX/ADCY9/PDE1C/NBEA/ADCY8/ADCY2/PRKCA",22
