"ID","Term_Description","Fold_Enrichment","occurrence","support","lowest_p","highest_p","Up_regulated","Down_regulated"
"R-HSA-170822","Regulation of Glucokinase by Glucokinase Regulatory Protein",1.69225014961101,10,0.0602777777777778,4.44709924002484e-11,3.42127026098154e-06,"NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88","GCK"
"R-HSA-168271","Transport of Ribonucleoproteins into the Host Nucleus",1.52302513464991,10,0.0602777777777778,4.44709924002484e-11,3.42127026098154e-06,"NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle",3.49026593357271,10,0.0200502512562814,4.75542862822044e-11,0.000345585439495335,"","CPLX1, PPFIA2, PPFIA3, PPFIA4, RAB3A, RIMS1, SNAP25, STX1A, STXBP1, SYT1, VAMP2"
"R-HSA-111885","Opioid Signalling",2.3957698747302,10,0.0359694506035969,5.50439613585911e-11,1.84190973337501e-09,"GNAI3, GNG12, GNG5, PRKX","ADCY1, ADCY2, ADCY5, ADCY8, ADCY9, AHCYL1, CAMK2A, CAMK2B, CAMK2G, CAMK4, CAMKK1, CAMKK2, CDK5, GNA14, GNAI1, GNAL, GNB5, GNG13, GNG3, GNG7, ITPR1, NBEA, PDE1A, PDE1B, PDE1C, PDE4A, PDYN, PLCB1, PLCB4, PPP1R1B, PPP3CA, PPP3CB, PPP3R1, PRKACB, PRKAR1B, PRKAR2B, PRKCA, PRKCG"
"R-HSA-373760","L1CAM interactions",2.19418875330919,10,0.1,5.51290937185635e-11,1.81622716081891e-10,"DNM2, ITGA1, ITGA2, ITGA5, ITGB1, KIF4A, LAMA1, LAMC1, MSN, NRP1, RDX, TUBB6","ALCAM, ANK1, ANK2, ANK3, CNTN2, CNTN6, CNTNAP1, DLG1, DLG3, DLG4, DNM1, DNM3, GAP43, KCNQ2, KCNQ3, L1CAM, MAP2K1, NFASC, NRCAM, PAK1, RPS6KA2, RPS6KA4, RPS6KA6, SCN1A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4B, SCN8A, SH3GL2, SPTAN1, SPTB, SPTBN2, SPTBN4, TUBA4A, TUBB2A, TUBB4A"
"R-HSA-168333","NEP/NS2 Interacts with the Cellular Export Machinery",1.47389529159669,10,0.0527525252525253,6.23918466373513e-11,4.39131107065845e-06,"NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-168274","Export of Viral Ribonucleoproteins from Nucleus",1.42783606373429,10,0.0477272727272727,8.64294991725369e-11,5.58548279154276e-06,"NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-181430","Norepinephrine Neurotransmitter Release Cycle",3.58358855211744,10,0.0200502512562814,1.00055849522131e-10,0.000486050451808601,"","CPLX1, MAOA, PPFIA2, PPFIA3, PPFIA4, RAB3A, RIMS1, SNAP25, STX1A, STXBP1, SYT1, VAMP2"
"R-HSA-442755","Activation of NMDA receptors and postsynaptic events",2.42801108422449,10,0.0676633165829146,1.17680345712485e-10,3.0443926118572e-09,"PRKX, TUBB6","ACTN2, ADCY1, ADCY8, APBA1, CAMK1, CAMK2A, CAMK2B, CAMK2G, CAMK4, CAMKK1, CAMKK2, DLG1, DLG2, DLG3, DLG4, ERBB4, GRIA1, GRIA2, GRIA3, GRIA4, GRIN1, GRIN2A, GRIN2C, LIN7A, LIN7B, LRRC7, MAPT, NBEA, NEFL, NRG1, NRGN, PPM1E, PRKAA2, PRKACB, PRKAR1B, PRKAR2B, RASGRF2, RPS6KA2, RPS6KA6, TUBA4A, TUBB2A, TUBB4A"
"R-HSA-159227","Transport of the SLBP independent Mature mRNA",1.69225014961101,10,0.0878787878787879,1.18325055710445e-10,1.65802440586421e-07,"ALYREF, NCBP1, NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",1.38892229260526,10,0.0465492355393991,1.30588737474477e-10,0.000391699649341173,"ATF1, CASP8, IKBIP, IKBKB, MAP3K8, MAPK7, MAPKAPK3, NLRC5, RELA, RIPK2, TIFA, TLR3, TNIP2, TP53, USP18","BTRC, DUSP3, DUSP7, MAP2K1, MAP2K4, MAPK10, MAPK11, MAPK8, MAPK9, MEF2A, MEF2C, NKIRAS1, OPTN, RPS6KA2"
"R-HSA-3301854","Nuclear Pore Complex (NPC) Disassembly",1.79179427605872,10,0.0853535353535353,1.6022403249044e-10,2.05511980093797e-07,"CCNB1, CCNB2, CDK1, NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-159230","Transport of the SLBP Dependant Mature mRNA",1.64247808638716,10,0.0878787878787879,1.6022403249044e-10,2.15439364970641e-07,"ALYREF, NCBP1, NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-3000178","ECM proteoglycans",1.93718109231787,10,0.0182926829268293,1.75651508635721e-10,1.47249198855326e-05,"ACAN, BGN, COL1A1, COL1A2, COL3A1, COL4A1, COL4A2, COL4A6, COL5A1, COL5A2, COL6A1, COL6A2, COL6A3, FN1, HSPG2, IBSP, ITGA2, ITGB1, LAMA1, LAMA2, LAMA4, LAMB2, LAMC1, LUM, SERPINE1, SPARC, TGFB1, TNC, VCAN",""
"R-HSA-166166","MyD88-independent TLR4 cascade",1.33841602741962,10,0.043936170212766,2.05551309195632e-10,0.000521617357329703,"ATF1, CASP8, IKBIP, IKBKB, LY96, MAP3K8, MAPK7, MAPKAPK3, NLRC5, RELA, RIPK2, TIFA, TNIP2, TP53, USP18","BTRC, DUSP3, DUSP7, MAP2K1, MAP2K4, MAPK10, MAPK11, MAPK8, MAPK9, MEF2A, MEF2C, NKIRAS1, OPTN, RPS6KA2"
"R-HSA-937061","TRIF (TICAM1)-mediated TLR4 signaling",1.33841602741962,10,0.043936170212766,2.05551309195632e-10,0.000521617357329703,"ATF1, CASP8, IKBIP, IKBKB, LY96, MAP3K8, MAPK7, MAPKAPK3, NLRC5, RELA, RIPK2, TIFA, TNIP2, TP53, USP18","BTRC, DUSP3, DUSP7, MAP2K1, MAP2K4, MAPK10, MAPK11, MAPK8, MAPK9, MEF2A, MEF2C, NKIRAS1, OPTN, RPS6KA2"
"R-HSA-73887","Death Receptor Signaling",1.61532968826506,10,0.0517213728215546,2.09001271776516e-10,1.44590636065828e-06,"AKAP13, APH1A, ARHGEF40, ARHGEF6, BCL2L11, CASP2, CASP8, CFLAR, ECT2, FAS, GNA13, HDAC1, IKBKB, MYD88, NCSTN, PSENEN, RBCK1, RELA, RIPK2, SPPL2A, SPPL2B, TNFAIP3, TNFRSF10B, TNFRSF1A, TNFSF10","ABR, ARHGEF2, ARHGEF3, ARHGEF37, ARHGEF9, CLIP3, CYLD, KALRN, LINGO1, MADD, MAG, MAPK8, MCF2, MCF2L, NGEF, OPTN, RASGRF2, RTN4R, SMPD3, SORCS3, SPATA2, TIAM1, TIAM2, ULK1"
"R-HSA-913531","Interferon Signaling",1.3588328338884,10,0.260640703517588,2.5898645395872e-10,3.57705133500506e-09,"CD44, CDK1, EIF4E2, FANCE, FANCF, FANCG, FLNA, GBP1, GBP2, GBP3, HERC5, HLA-A, HLA-B, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DRA, HLA-DRB1, HLA-F, HLA-G, ICAM1, IFI30, IFI35, IFIT2, IKBKB, ILF2, IRF1, ISG20, NEDD4, NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88, OAS1, OAS2, OAS3, PSMB8, RSAD2, SOCS3, SP100, SPHK1, TARBP2, TP53, TRIM14, TRIM21, TRIM25, TRIM45, TRIM5, TRIM6, TUBB6, UBE2I, USP18, VCAM1, YBX1","CAMK2A, CAMK2B, CAMK2G, EIF4E3, MAPT, PIN1, PPP2R5A, SNCA, TRIM3, TRIM46, TUBA4A, TUBB2A, TUBB4A"
"R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",1.45050012823801,10,0.0362937889533634,2.92342021248697e-10,0.00471599924910957,"ATF1, CASP8, CD36, DNM2, IKBIP, IKBKB, IRAK4, ITGB2, LY96, MAP3K1, MAP3K8, MAPK7, MAPKAPK3, MYD88, NLRC5, RELA, RIPK2, TIFA, TLR1, TNIP2, TP53, USP18","BTRC, DNM1, DNM3, DUSP3, DUSP7, MAP2K1, MAP2K4, MAPK10, MAPK11, MAPK8, MAPK9, MEF2A, MEF2C, NKIRAS1, OPTN, PELI3, PTPN4, RPS6KA2, S100A1, SIGIRR"
"R-HSA-1474165","Reproduction",1.45821555445204,10,0.108030303030303,2.95217073912622e-10,7.60913976546355e-08,"ATM, BLM, BRCA1, BRCA2, CD9, CDK2, CDK4, CXCR4, DIDO1, LMNA, LMNB1, MND1, PDPN, POT1, PRDM1, PSMC3IP, RAD51, RBBP8, REC8, SMC1A, SMC3, STAG1, SYNE2, TET2, UBE2I","SYCE1, SYNE1"
"R-HSA-111997","CaM pathway",3.13563998310276,10,0.0285202608788624,3.19913894492343e-10,2.02955570304539e-08,"PRKX","ADCY1, ADCY2, ADCY5, ADCY8, ADCY9, CAMK2A, CAMK2B, CAMK2G, CAMK4, CAMKK1, CAMKK2, NBEA, PDE1A, PDE1B, PDE1C, PRKACB, PRKAR1B, PRKAR2B, PRKCA, PRKCG"
"R-HSA-111933","Calmodulin induced events",3.13563998310276,10,0.0285202608788624,3.19913894492343e-10,2.02955570304539e-08,"PRKX","ADCY1, ADCY2, ADCY5, ADCY8, ADCY9, CAMK2A, CAMK2B, CAMK2G, CAMK4, CAMKK1, CAMKK2, NBEA, PDE1A, PDE1B, PDE1C, PRKACB, PRKAR1B, PRKAR2B, PRKCA, PRKCG"
"R-HSA-438064","Post NMDA receptor activation events",2.37771856464332,10,0.0825531914893617,3.28526128347159e-10,9.12796799471128e-09,"PRKX, TUBB6","ACTN2, ADCY1, ADCY8, CAMK1, CAMK2A, CAMK2B, CAMK2G, CAMK4, CAMKK1, CAMKK2, DLG1, DLG2, DLG3, DLG4, ERBB4, GRIA1, GRIA2, GRIN1, GRIN2A, GRIN2C, LRRC7, MAPT, NEFL, NRG1, NRGN, PRKAA2, PRKACB, PRKAR1B, PRKAR2B, RASGRF2, RPS6KA2, RPS6KA6, TUBA4A, TUBB2A, TUBB4A"
"R-HSA-75153","Apoptotic execution phase",1.9865545234564,10,0.225565326633166,3.61327246905439e-10,1.35632476970419e-08,"CASP6, CASP8, CDH1, DSG2, GSN, HMGB2, LMNA, LMNB1, OCLN, PAK2, ROCK1, VIM","APC, DNM1L, MAPT, PRKCQ, SATB1, SPTAN1"
"R-HSA-112043","PLC beta mediated events",2.74990649311789,10,0.0251256281407035,4.08970058127887e-10,1.94224547059781e-08,"PRKX","ADCY1, ADCY2, ADCY5, ADCY8, ADCY9, AHCYL1, CAMK2A, CAMK2B, CAMK2G, CAMK4, CAMKK1, CAMKK2, GNA14, ITPR1, NBEA, PDE1A, PDE1B, PDE1C, PLCB1, PLCB4, PRKACB, PRKAR1B, PRKAR2B, PRKCA, PRKCG"
"R-HSA-1169410","Antiviral mechanism by IFN-stimulated genes",1.26918761220826,10,0.261941018222425,4.15130000490283e-10,1.06722837746604e-08,"CDK1, EIF4E2, FANCE, FANCF, FANCG, FLNA, HERC5, IKBKB, ILF2, NEDD4, NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88, OAS1, OAS2, OAS3, SPHK1, TARBP2, TP53, TRIM25, TUBB6, UBE2I, USP18","EIF4E3, MAPT, PIN1, PPP2R5A, SNCA, TUBA4A, TUBB2A, TUBB4A"
"R-HSA-76002","Platelet activation, signaling and aggregation",1.61981920935529,10,0.0777010050251256,4.24805693702376e-10,1.29623904294315e-07,"A2M, ABCC4, ANXA5, CD109, CD36, CD63, CD9, CDC42, COL1A1, COL1A2, CSK, F2R, FLNA, FN1, GNA13, GNAI3, GNG12, GNG5, LCP2, LGALS3BP, LHFPL2, MAGED2, MMRN1, P2RY1, PDPN, PFN1, PLEK, PPBP, PROS1, QSOX1, RAC2, SERPINA1, SERPINA3, SERPINE1, SERPING1, SPARC, SYTL4, TAGLN2, TGFB1, TIMP1, TLN1, VEGFA, VEGFC","ABHD6, ACTN2, ADRA2A, ARRB1, BRPF3, CDC37L1, DGKB, DGKE, DGKH, DGKQ, DGKZ, F8, GNA14, GNAI1, GNB5, GNG13, GNG3, GNG7, GP1BB, HABP4, IGF1, ITPR1, MGLL, PCDH7, PCYOX1L, PIK3CB, PRKCA, PRKCB, PRKCE, PRKCG, PRKCQ, PRKCZ, RAB27B, RAPGEF4, RASGRP1, SCG3, TF, TRPC3, TUBA4A"
"R-HSA-180910","Vpr-mediated nuclear import of PICs",1.2023882641973,10,0.0336342144852783,4.89371415718851e-10,2.01639855246236e-05,"NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-9730414","MITF-M-regulated melanocyte development",1.43072058103476,10,0.0904040404040404,5.03718563067067e-10,4.76315384369996e-06,"ACTL6A, AIMP1, AIMP2, AKT2, BCL7C, CCNB1, CCND1, CDK2, CDKN2A, HDAC1, LEF1, LIG1, MOV10, PAX3, RAB27A, SIN3A, SMARCC1, SMARCE1, SS18, TCF7L1","ATP6V0A1, ATP6V1A, ATP6V1B2, ATP6V1D, ATP6V1E1, ATP6V1H, BCL7A, DPF1, KIT, MYO5A, SS18L1"
"R-HSA-68962","Activation of the pre-replicative complex",2.30761384037865,10,0.133156565656566,5.78494896908706e-10,3.00240461784404e-05,"CDK2, CDT1, DBF4, MCM10, MCM2, MCM3, MCM4, MCM5, MCM7, MCM8, ORC2, POLA1, POLE2, PRIM1, PRIM2",""
"R-HSA-111996","Ca-dependent events",2.96143776181927,10,0.0278067165093761,6.109553360453e-10,3.58738610685705e-08,"PRKX","ADCY1, ADCY2, ADCY5, ADCY8, ADCY9, CAMK2A, CAMK2B, CAMK2G, CAMK4, CAMKK1, CAMKK2, NBEA, PDE1A, PDE1B, PDE1C, PRKACB, PRKAR1B, PRKAR2B, PRKCA, PRKCG"
"R-HSA-2559580","Oxidative Stress Induced Senescence",1.66699268469144,10,0.0904388966107131,6.22868569773521e-10,2.16959651810242e-06,"CBX2, CDK4, CDK6, CDKN2A, CDKN2B, CDKN2C, EZH2, KDM6B, MAPKAPK3, MOV10, PHC1, RBBP4, TP53","CBX6, CDKN2D, MAP2K4, MAP3K5, MAPK10, MAPK11, MAPK8, MAPK9, MINK1"
"R-HSA-168276","NS1 Mediated Effects on Host Pathways",1.17155779588455,10,0.031201349247535,6.33423289802462e-10,2.44201768802789e-05,"NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-442982","Ras activation upon Ca2+ influx through NMDA receptor",3.04605026929982,10,0.0318001938297529,7.45162058602417e-10,6.71745578414997e-08,"","ACTN2, CAMK2A, CAMK2B, CAMK2G, DLG1, DLG2, DLG3, DLG4, GRIN1, LRRC7, NEFL, RASGRF2"
"R-HSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",1.53483153104255,10,0.165,7.99626960920095e-10,1.40685661596635e-07,"ABL1, ATM, BARD1, BRCA1, CHEK2, EYA2, FAM175A, MDC1, TP53, UBE2I","APBB1, BAP1, MAPK8"
"R-HSA-159231","Transport of Mature mRNA Derived from an Intronless Transcript",1.52302513464991,10,0.0828787878787879,8.1377512583678e-10,8.37995224234581e-07,"ALYREF, CPSF3, NCBP1, NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-3371556","Cellular response to heat stress",1.15142793684873,10,0.0604537840718745,9.34290319290745e-10,0.000834375409082033,"ATM, BAG2, COL4A6, HSBP1, HSPA6, NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88, SERPINH1","CAMK2A, CAMK2B, CAMK2G, DEDD2, HSPA12A, HSPA12B, HSPH1"
"R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol",0.613673131177619,10,0.0337685364281109,9.38481990932736e-10,0.00113850065631547,"DCAF13, ERI1, EXOSC8, FBL, FCF1, FTSJ3, HEATR1, LAS1L, NIP7, NOB1, NOL12, RBM28, RPL22L1, RPLP0, RPP38, RPS27L, RRP36, TSR1, UTP15, XRN2","RPP25, RPS4Y1"
"R-HSA-5693606","DNA Double Strand Break Response",1.49994899624612,10,0.157157739919108,1.00124452544428e-09,1.80112824540711e-07,"ABL1, ATM, BARD1, BRCA1, CHEK2, EYA2, FAM175A, MDC1, TP53, UBE2I","APBB1, BAP1, MAPK8"
"R-HSA-159234","Transport of Mature mRNAs Derived from Intronless Transcripts",1.48587818014625,10,0.0803787878787879,1.03812675607321e-09,1.03456547881478e-06,"ALYREF, CPSF3, NCBP1, NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-176033","Interactions of Vpr with host cellular proteins",1.23823181678855,10,0.0451130653266332,1.03812675607321e-09,3.52464951284834e-05,"NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88","SLC25A4"
"R-HSA-9662360","Sensory processing of sound by inner hair cells of the cochlea",1.94111046573028,10,0.036909704203425,1.04975314486881e-09,0.0144108972983269,"KCNMB1, MSN, MYO7A, RDX, TWF1","ATP2B2, BSN, CABP1, CACNA1D, CACNA2D2, CACNB2, CLIC5, DNAJC5, EPB41L1, EPB41L3, KCNQ4, PCLO, PLS1, RAB3A, SNAP25, SPTAN1, STX1A, SYN1, SYP, TPRN, VAMP2"
"R-HSA-397014","Muscle contraction",1.94865168743086,10,0.0452261306532663,1.17052629785369e-09,4.67326518188476e-08,"ACTA2, ACTC1, ACTG2, ANXA1, ANXA2, CACNG4, CALD1, ITGA1, KCNE4, PAK2, PDE5A, PXN, TLN1, TMOD3, TPM4, VIM, WWTR1","ACTN2, AHCYL1, ALDH2, ATP1A1, ATP1A2, ATP1B1, ATP1B2, ATP2B2, ATP2B3, CACNA1G, CACNA1I, CACNA2D2, CACNB1, CACNB2, CACNG8, CAMK2A, CAMK2B, CAMK2G, CASQ1, FGF12, FGF13, FGF14, FKBP1B, FXYD1, FXYD7, GUCY1A3, GUCY1B3, ITPR1, KCND3, KCNIP2, KCNIP4, KCNJ2, KCNJ4, KCNK1, KCNK10, KCNK12, KCNK3, KCNK9, MYBPC1, MYH11, NOS1, NPPA, PAK1, RYR1, RYR2, SCN1A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4B, SCN8A, SLC8A2, SLC8A3, SLN, TCAP, TMOD2, TNNT1"
"R-HSA-9645723","Diseases of programmed cell death",1.94428740593606,10,0.145732323232323,1.18468864647706e-09,8.73899243836753e-06,"BCL2L11, CAPN2, CASP8, CDC25A, CDC25C, CDKN2A, DNMT3A, DNMT3B, EZH2, LMNA, LMNB1, POLA1, PRIM1, PRIM2, RBBP4, TP53","CDK5, CDK5R1"
"R-HSA-168325","Viral Messenger RNA Synthesis",1.08787509617851,10,0.0303954175905395,1.31552116411214e-09,4.20296260712947e-05,"NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-112040","G-protein mediated events",2.77784458521053,10,0.0282450331125828,1.32896964169766e-09,5.57149320995322e-08,"GNAI3, PRKX","ADCY1, ADCY2, ADCY5, ADCY8, ADCY9, AHCYL1, CAMK2A, CAMK2B, CAMK2G, CAMK4, CAMKK1, CAMKK2, GNA14, GNAI1, GNAL, ITPR1, NBEA, PDE1A, PDE1B, PDE1C, PLCB1, PLCB4, PRKACB, PRKAR1B, PRKAR2B, PRKCA, PRKCG"
"R-HSA-9856651","MITF-M-dependent gene expression",1.59386351300572,10,0.0823936170212766,1.34825444015051e-09,3.82820559377279e-06,"ACTL6A, AKT2, BCL7C, CCNB1, CCND1, CDK2, CDKN2A, HDAC1, LEF1, LIG1, MOV10, RAB27A, SIN3A, SMARCC1, SMARCE1, SS18, TCF7L1","ATP6V0A1, ATP6V1A, ATP6V1B2, ATP6V1D, ATP6V1E1, ATP6V1H, BCL7A, DPF1, MYO5A, SS18L1"
"R-HSA-111465","Apoptotic cleavage of cellular proteins",2.00398044032883,10,0.2125,1.59332312692761e-09,6.6839230593392e-08,"CASP6, CASP8, CDH1, DSG2, GSN, LMNA, LMNB1, OCLN, ROCK1, VIM","APC, MAPT, PRKCQ, SATB1, SPTAN1"
"R-HSA-168898","Toll-like Receptor Cascades",1.48071888090963,10,0.0340562913907285,1.64281740477811e-09,0.0126688856646558,"ATF1, CASP8, CD36, CNPY3, CTSK, CTSS, DNM2, IKBIP, IKBKB, IRAK4, ITGB2, LY96, MAP3K1, MAP3K8, MAPK7, MAPKAPK3, MYD88, NLRC5, RELA, RIPK2, TIFA, TLR1, TLR3, TLR5, TLR8, TNIP2, TP53, UNC93B1, USP18","BTRC, DNM1, DNM3, DUSP3, DUSP7, MAP2K1, MAP2K4, MAPK10, MAPK11, MAPK8, MAPK9, MEF2A, MEF2C, NKIRAS1, OPTN, PELI3, PTPN4, RPS6KA2, S100A1, SIGIRR"
"R-HSA-5696399","Global Genome Nucleotide Excision Repair (GG-NER)",1.02743759083526,10,0.0503781533932288,1.78777038309443e-09,0.000341266357097969,"ACTL6A, CETN2, CHD1L, DDB2, ERCC4, LIG1, PCNA, POLD1, POLD3, POLE2, RFC1, RFC2, RFC3, RFC4, RFC5, RUVBL1, UBE2I",""
"R-HSA-8953750","Transcriptional Regulation by E2F6",2.09042665540184,10,0.118080808080808,1.82150402501385e-09,5.08096327251863e-08,"APAF1, BRCA1, CBX3, CHEK1, E2F6, EHMT1, EZH2, PCGF2, PCGF6, PHC1, RAD51, RBBP4, RBBP8, RRM2",""
"R-HSA-9634597","GPER1 signaling",2.25633353281468,10,0.0141225165562914,1.88162117257941e-09,0.0342735527991126,"FN1, GNAI3, GNG12, GNG5, ITGA5, ITGB1","ADCY1, ADCY2, ADCY5, ADCY8, ADCY9, GNAI1, GNAZ, GNB5, GNG13, GNG3, GNG7, PRKACB, PRKAR1B, PRKAR2B"
"R-HSA-177929","Signaling by EGFR",1.14945293181125,10,0.0083112582781457,2.06720041050289e-09,6.37252117300533e-06,"ADAM12, BTC, CDC42, CSK, FAM83D, GAB1, PXN, SPRY1","EPS15L1, SH3GL2, SH3GL3, SH3KBP1"
"R-HSA-392518","Signal amplification",1.69225014961101,6,0.00503781533932288,2.25858789396398e-09,1.2219527855304e-08,"GNA13, GNAI3, GNG12, GNG5, P2RY1","GNA14, GNAI1, GNB5, GNG13, GNG3, GNG7"
"R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",1.33598696021922,10,0.017626008832039,2.29561637114147e-09,0.000182886034646186,"AIM2, CASP1, CASP2, CASP4, CASP8, HMOX1, IKBKB, ITCH, PYCARD, RELA, RIPK2, TNFAIP3","CYLD, MAPK11, MAPK12"
"R-HSA-69183","Processive synthesis on the lagging strand",2.36915020945542,10,0.0201512613572915,2.31620415492462e-09,0.00295781110025517,"LIG1, PCNA, POLA1, POLD1, POLD3, PRIM1, PRIM2",""
"R-HSA-3371453","Regulation of HSF1-mediated heat shock response",1.2209906142763,10,0.0676758793969849,2.35214880096744e-09,0.00127995976490683,"ATM, BAG2, COL4A6, HSBP1, HSPA6, NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88, SERPINH1","DEDD2, HSPA12A, HSPA12B, HSPH1"
"R-HSA-9620244","Long-term potentiation",3.97310904691281,10,0.036909704203425,2.65547509518215e-09,4.93906122298666e-09,"","ACTN2, CAMK2A, CAMK2B, CAMK2G, DLG1, DLG2, DLG3, DLG4, ERBB4, GRIA1, GRIA2, GRIN1, GRIN2A, GRIN2C, LRRC7, NEFL, NRG1, NRGN"
"R-HSA-168638","NOD1/2 Signaling Pathway",1.5093041874909,10,0.017626008832039,2.8563034065416e-09,0.000246527346925041,"CASP1, CASP2, CASP4, CASP8, IKBKB, ITCH, RIPK2, TNFAIP3","CYLD, MAPK11, MAPK12"
"R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures",2.0806354298496,10,0.00503781533932288,2.95205863390599e-09,0.00946431587355705,"CD151, COL18A1, COL1A1, COL1A2, COL3A1, COL4A1, COL4A2, COL4A6, COL5A1, COL5A2, COL6A1, COL6A2, COL6A3, COL8A1, COL8A2, CTSS, LOX, LOXL1, LOXL2, LOXL3, MMP9, PCOLCE, PXDN","COL24A1, TLL2"
"R-HSA-5357956","TNFR1-induced NF-kappa-B signaling pathway",1.11053916068223,10,0.01712506486767,2.98807667626056e-09,0.00208088547886753,"IKBKB, RBCK1, TNFAIP3, TNFRSF1A","CYLD, OPTN, SPATA2"
"R-HSA-983231","Factors involved in megakaryocyte development and platelet production",1.85815702702386,10,0.273838383838384,3.27619550578143e-09,3.24531435344093e-07,"ABL1, CDC42, CDK2, CENPE, DOCK11, DOCK7, DOCK8, HDAC1, HMG20B, IRF1, KIF11, KIF15, KIF18A, KIF18B, KIF20A, KIF22, KIF23, KIF2C, KIF4A, KIF9, KIFC1, RACGAP1, SIN3A, TP53, TUBB6, WEE1","AKAP10, CABLES1, CDK5, DOCK3, DOCK4, DOCK5, DOCK9, EHD3, GATA2, HBB, HBG2, ITPK1, KIF1A, KIF1B, KIF21B, KIF3A, KIF3C, KIF5A, KIF5C, KIFC2, KLC1, KLC2, MAFG, MAFK, PRKACB, PRKAR1B, PRKAR2B, TUBA4A, TUBB2A, TUBB4A"
"R-HSA-9609690","HCMV Early Events",0.893132023405812,10,0.0653030303030303,3.45779022155737e-09,0.00101291436218734,"EZH2, ITGB1, NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88, RBBP4, TUBB6","DBP, DYNC1I1, DYNC1LI1, TUBA4A, TUBB2A, TUBB4A"
"R-HSA-5696398","Nucleotide Excision Repair",0.940138972006118,10,0.0478655905791584,3.45779022155737e-09,0.00110501150215676,"ACTL6A, AQR, CETN2, CHD1L, DDB2, ERCC4, ERCC8, LIG1, PCNA, POLD1, POLD3, POLE2, RFC1, RFC2, RFC3, RFC4, RFC5, RUVBL1, UBE2I, UVSSA",""
"R-HSA-5696400","Dual Incision in GG-NER",1.48587818014625,10,0.0552763819095477,3.55101836244423e-09,0.000364606494529649,"CHD1L, DDB2, ERCC4, PCNA, POLD1, POLD3, POLE2, RFC1, RFC2, RFC3, RFC4, RFC5",""
"R-HSA-5578749","Transcriptional regulation by small RNAs",0.972143702968028,10,0.0283732492248476,3.93380706931547e-09,9.49351162438544e-05,"NUP107, NUP160, NUP205, NUP35, NUP37, NUP54, NUP62, NUP85, NUP88",""
"R-HSA-9659379","Sensory processing of sound",1.93718109231787,10,0.0302268920359373,4.20895885635555e-09,0.00274410276574674,"GSN, KCNMB1, MSN, MYO7A, RDX, TWF1","ATP2B2, BSN, CABP1, CACNA1D, CACNA2D2, CACNB2, CLIC5, DNAJC5, EPB41L1, EPB41L3, KCNN2, KCNQ4, MPP1, PCLO, PLS1, RAB3A, SNAP25, SPTAN1, STX1A, SYN1, SYP, TPRN, VAMP2"
"R-HSA-8943724","Regulation of PTEN gene transcription",1.16515584071578,10,0.11890243902439,4.46904207449128e-09,2.10973422614398e-06,"CBX2, EZH2, HDAC1, MECOM, PHC1, RBBP4, REST, SNAI2, TP53","CBX6, CHD3, HDAC5, MTA3, NR2E1"
