"GeneSymbol","Degree","Strength","Closeness","Betweenness","EigenCentrality","Community","name","logFC","adj.P.Val","Status"
"RELL2",0,0,NA,0,4.55343771738855e-19,46,"RELL2",-3.78785339142071,2.49659144355176e-21,"Down"
"RGS7BP",0,0,NA,0,4.55343771738855e-19,8,"RGS7BP",-6.00413240273708,2.49449900958392e-28,"Down"
"RGS8",0,0,NA,0,4.55343771738855e-19,92,"RGS8",-3.53001416035996,2.84499698723907e-18,"Down"
"RPN2",0,0,NA,0,4.55343771738855e-19,147,"RPN2",1.36746496832813,9.66649344025231e-17,"Up"
"RTN4RL1",0,0,NA,0,4.55343771738855e-19,82,"RTN4RL1",-4.01854568760855,8.43463497619212e-19,"Down"
"RUSC2",0,0,NA,0,4.55343771738855e-19,138,"RUSC2",-2.659935614905,5.99887902063979e-17,"Down"
"SCN1B",0,0,NA,0,4.55343771738855e-19,65,"SCN1B",-3.78976407646463,1.22385714304067e-19,"Down"
"SCN2B",0,0,NA,0,4.55343771738855e-19,13,"SCN2B",-6.67130611443682,8.29071504237158e-26,"Down"
"SEC11A",0,0,NA,0,4.55343771738855e-19,145,"SEC11A",1.31816235325036,9.18279657495155e-17,"Up"
"SEC14L5",0,0,NA,0,4.55343771738855e-19,30,"SEC14L5",-5.37546771379132,5.13145327374766e-23,"Down"
"SEC61B",0,0,NA,0,4.55343771738855e-19,134,"SEC61B",1.01981246194904,5.08418057270274e-17,"Up"
"SHANK1",0,0,NA,0,4.55343771738855e-19,57,"SHANK1",-1.85924383093761,3.47002495480381e-20,"Down"
"SLC25A41",0,0,NA,0,4.55343771738855e-19,121,"SLC25A41",-1.12101021728008,3.23901585870987e-17,"Down"
"SMC1A",0,0,NA,0,4.55343771738855e-19,89,"SMC1A",1.99099516536468,1.82598655214252e-18,"Up"
"SMIM15",0,0,NA,0,4.55343771738855e-19,111,"SMIM15",1.1232462935063,1.12877675974757e-17,"Up"
"SNCB",0,0,NA,0,4.55343771738855e-19,38,"SNCB",-6.34279428273235,3.64170465748557e-22,"Down"
"SNRPG",0,0,NA,0,4.55343771738855e-19,132,"SNRPG",1.43581792638066,4.76038856346182e-17,"Up"
"SST",0,0,NA,0,4.55343771738855e-19,78,"SST",-7.43808476087475,5.21342445669092e-19,"Down"
"STAR",0,0,NA,0,4.55343771738855e-19,55,"STAR",-2.12245594108514,2.6968850445367e-20,"Down"
"STAT4",0,0,NA,0,4.55343771738855e-19,131,"STAT4",-3.68993829176003,4.58427027128963e-17,"Down"
"STX1B",0,0,NA,0,4.55343771738855e-19,45,"STX1B",-4.33037517499421,1.76392678940805e-21,"Down"
"SYT12",0,0,NA,0,4.55343771738855e-19,133,"SYT12",-2.8867990367054,5.04967594910817e-17,"Down"
"SYT3",0,0,NA,0,4.55343771738855e-19,77,"SYT3",-3.79193407451703,4.84988604224375e-19,"Down"
"SYT5",0,0,NA,0,4.55343771738855e-19,27,"SYT5",-2.90057048960276,3.35569686492288e-23,"Down"
"TLN2",0,0,NA,0,4.55343771738855e-19,88,"TLN2",-4.18779448309448,1.50955648584953e-18,"Down"
"TMEM218",0,0,NA,0,4.55343771738855e-19,21,"TMEM218",2.68349394791821,2.80932093721081e-24,"Up"
"TP53INP1",0,0,NA,0,4.55343771738855e-19,76,"TP53INP1",3.18515446033563,4.05947405890447e-19,"Up"
"TRPM2",0,0,NA,0,4.55343771738855e-19,40,"TRPM2",-2.52266366578048,4.93382805270523e-22,"Down"
"UHRF1",0,0,NA,0,4.55343771738855e-19,17,"UHRF1",5.82854747315332,2.81727191487356e-25,"Up"
